Row.names	de00	de02	de04	de08	de24	old	new	prot	geneid	arcog	cog	gene_name
lcl|NC_013967.1_cds_WP_004041950.1_3045	-1.97819273717179	-3.39222579848882	-4.33794957378404	-4.46160368526773	-5.07679377346975	HVO_2065	HVO_RS14625	hypothetical protein		arCOG10824	-	-
lcl|NC_013967.1_cds_WP_049941502.1_1800	-1.51991069732056	-3.51129548738118	-4.39188570195934	-4.55924548012588	-5.37150405938912	HVO_0763	HVO_RS08360	quinol oxidase		arCOG02861	-	-
lcl|NC_013967.1_cds_WP_004045365.1_1321	-0.493315248317846	-4.3968881969393	1.55675989977188	-4.68928765012516	0.0680186021335717	HVO_0249	HVO_RS05910	hypothetical protein		-	-	-
lcl|NC_013967.1_cds_WP_004044432.1_1551	-2.7484532564271	-4.15273806389414	-4.17249547213361	-4.78302112821119	-3.42515564702221	HVO_0489	HVO_RS07070	hypothetical protein		arCOG06412	-	-
lcl|NC_013967.1_cds_WP_004043446.1_2500	-1.83156138735395	-4.60416655055875	-2.45857610635862	-4.89796019014741	-0.505670843992954	HVO_1489	HVO_RS11890	hypothetical protein		arCOG11894	-	-
lcl|NC_013967.1_cds_WP_004041922.1_3016	-2.02187793025761	-4.29519660019503	-4.88620950237233	-5.10820498301258	-4.64604204641485	HVO_2037	HVO_RS14495	hypothetical protein		arCOG03909	COG3462S	-
lcl|NC_013967.1_cds_WP_004044433.1_1550	-2.85186971566007	-3.30968982589183	-4.15095944158586	-5.16272064036929	-4.76426324757588	HVO_0488	HVO_RS07065	transcriptional regulator		arCOG03067	-	ArsR
lcl|NC_013966.1_cds_WP_049941497.1_996	-1.80324446584362	-4.11420408316115	-4.65505967777322	-5.24412425389506	-5.6290597296679	HVO_A0548	HVO_RS04295	quinol oxidase		arCOG02861	COG2259S	-
lcl|NC_013966.1_cds_WP_013035091.1_603	-1.94072931434139	-0.458849281952403	0.172013318960538	-5.31360709351671	-0.37182056254315	HVO_A0142	HVO_RS02490	hypothetical protein		arCOG08902	-	-
lcl|NC_013967.1_cds_WP_004041534.1_2646	-0.435261553057882	-0.55968360684	-0.335622754929098	-5.3209090185501	-5.2711149183265	HVO_1643	HVO_RS12595	hypothetical protein		arCOG11262	-	-
lcl|NC_013967.1_cds_WP_081442890.1_3091	1.96592082287145	-5.5325226101658	1.20210399936005	-5.82704141676156	-5.76072919965301	HVO_RS20250	HVO_RS20250	hypothetical protein		NA	NA	-
lcl|NC_013967.1_cds_WP_004041680.1_2785	-1.57657090636505	-5.73831081709686	-1.0825437870377	-6.03156469040542	0.793376424017474	HVO_1795	HVO_RS13325	hypothetical protein		arCOG03909	-	-
lcl|NC_013964.1_cds_WP_004041173.1_443	-2.94353899712987	-4.42930457112192	-4.0494711992806	-6.03575726078139	-3.59614528498706	HVO_B0362	HVO_RS01750	hypothetical protein		arCOG06257	-	-
lcl|NC_013967.1_cds_WP_004042625.1_3539	-2.29436184830693	-4.8782996677906	-3.53531602390762	-6.32509743350758	-3.13765744847834	HVO_2570	HVO_RS17110	hypothetical protein		arCOG07989	-	-
lcl|NC_013967.1_cds_WP_004043998.1_1975	-3.43910222751588	-5.3616505251955	-6.42999001382072	-6.72934680099987	-7.11564323046997	HVO_0947	HVO_RS09235	hypothetical protein		arCOG11204	-	-
lcl|NC_013967.1_cds_WP_004045285.1_1247	-5.11998348986504	-6.91023414540487	-8.21440585993537	-6.76875672425655	-5.07436737305847	HVO_0171	HVO_RS05540	SWIM zinc finger domain-containing protein		arCOG07773	-	-
lcl|NC_013967.1_cds_WP_004044750.1_3877	-1.35863142249355	-0.590214187765848	-1.23164407531737	-6.76974049368244	-6.70326140397409	HVO_2920	HVO_RS18825	hypothetical protein		arCOG03953	-	-
lcl|NC_013967.1_cds_WP_004042127.1_3213	0.246067422823622	-6.75003842396779	-1.77117333949023	-7.04303224321345	-1.38514965878091	HVO_2238	HVO_RS15460	hypothetical protein		-	-	-
lcl|NC_013967.1_cds_WP_004042076.1_3163	-1.4386512257988	-7.00349609851993	-1.80807644381603	-7.29641251131705	-2.43928819813094	HVO_2184	HVO_RS15210	hypothetical protein		-	-	-
lcl|NC_013966.1_cds_WP_081442873.1_858	-8.57913009247857	-9.00317812214587	-4.01746486320054	-9.29607245141826	-9.24223648510062	HVO_A0408A	HVO_RS19985	hypothetical protein		NA	NA	NA
