Row.names	de00	de02	de04	de08	de24	old	new	prot	geneid	arcog	cog	gene_name
lcl|NC_013964.1_cds_373	6.58997354435013	6.56743872333636	6.72043734309263	NA	7.39393498178731	HVO_RS19695	HVO_RS19695	molecular chaperone GroEL		NA	NA	NA
lcl|NC_013966.1_cds_WP_013035044.1_849	4.2939819965632	5.47708827119956	6.44976348151883	5.8880996475114	6.67323517541727	HVO_A0399	HVO_RS03635	hypothetical protein		arCOG08905	-	-
lcl|NC_013967.1_cds_WP_004044270.1_1709	0.603685880359298	0.599098660333282	1.54391559499328	0.669469521543423	6.4416761221684	HVO_0665	HVO_RS07900	ribose 1,5-bisphosphate isomerase	thi4	arCOG00574	COG1635H	THI4
lcl|NC_013964.1_cds_WP_004041323.1_299	6.35384544821127	6.35787325575725	6.1710317476947	6.52707839505338	6.3246890401481	HVO_B0212	HVO_RS01045	hypothetical protein		-	-	-
lcl|NC_013966.1_cds_WP_013035013.1_771	4.62203570799758	4.43265198125849	4.84872368897459	5.07018856765161	6.29008562139611	HVO_A0319	HVO_RS19890	hypothetical protein		-	-	NA
lcl|NC_013966.1_cds_WP_081442868.1_772	6.4823798130713	4.62417048066859	5.75187357259907	6.26314142322404	6.26610675846167	HVO_RS19895	HVO_RS19895	hypothetical protein		NA	NA	-
lcl|NC_013966.1_cds_WP_049914868.1_493	NA	NA	NA	NA	6.21476103091744	HVO_A0029	HVO_RS02000	hypothetical protein		arCOG08905	-	-
lcl|NC_013966.1_cds_WP_004040967.1_1055	-0.857261291280376	0.143820945760114	-1.06504073628206	0.122427489930214	6.18552863637375	HVO_A0611	HVO_RS04590	ABC transporter substrate-binding protein	znuA2	arCOG01005	COG0803P	LraI
lcl|NC_013964.1_cds_WP_004041336.1_285	0.554313509046781	1.12504919018902	4.99785682732336	5.99089632697185	6.11057851395692	HVO_B0198	HVO_RS00975	iron ABC transporter substrate-binding protein		arCOG06180	COG0614P	FepB
lcl|NC_013967.1_cds_WP_004044017.1_1954	4.80096945966296	6.61321980373727	6.76240075648232	5.02014345375267	6.00028936578271	HVO_0925	HVO_RS09125	hypothetical protein		arCOG14738	-	NA
lcl|NC_013967.1_cds_WP_004041594.1_2705	0.55431350904678	4.05227268697176	5.65592683900837	5.99156529469187	5.97597391563548	HVO_1705	HVO_RS12900	iron ABC transporter substrate-binding protein	sfuA	arCOG00227	COG1840P	AfuA
lcl|NC_013964.1_cds_WP_004041107.1_134	NA	0.461940166187215	4.45164716199999	5.58351314018239	5.96158655317921	HVO_B0047	HVO_RS00225	iron ABC transporter substrate-binding protein		arCOG06180	COG0614P	FepB
lcl|NC_013964.1_cds_WP_004041108.1_133	-0.030648991674376	-1.70140799884866	2.93054482786886	4.81964724085807	5.68134946422326	HVO_B0046	HVO_RS00220	diaminobutyrate--2-oxoglutarate transaminase	dat	arCOG00915	COG0160E	GabT
lcl|NC_013967.1_cds_WP_004044862.1_3930	NA	4.56099345847509	4.54928597170865	5.11182659070377	5.25088896784542	HVO_2980	HVO_RS19120	hypothetical protein		arCOG07499	-	-
lcl|NC_013964.1_cds_WP_004041027.1_214	NA	NA	5.73490728574635	5.07018856765161	5.20998028808559	HVO_B0129	HVO_RS00625	hypothetical protein		-	-	NA
lcl|NC_013964.1_cds_WP_004041112.1_129	0.467039265574742	NA	1.41220401091023	4.47642234831125	5.20688966972182	HVO_B0042	HVO_RS00200	lysine 6-monooxygenase	iucD	arCOG07945	COG3486Q	IucD
lcl|NC_013966.1_cds_WP_004040964.1_1052	4.59842795125795	NA	4.44730584816023	NA	5.18615296211704	HVO_RS04575	HVO_RS04575	hypothetical protein		NA	NA	Tar
lcl|NC_013967.1_cds_WP_004045373.1_1329	NA	4.36506675600786	5.48885174254337	4.87116763223497	5.09775146498067	HVO_0257	HVO_RS05950	hypothetical protein		arCOG13586	-	-
lcl|NC_013967.1_cds_WP_004042587.1_3521	1.59124044202243	7.31188871675996	5.30893003077658	5.40875877254966	5.06866633689117	HVO_2550	HVO_RS17010	30S ribosomal protein S14	rps14	arCOG00782	COG0199J	RpsN
lcl|NC_013964.1_cds_WP_004041113.1_128	NA	NA	1.32537508826214	4.27886499892127	5.00859933662171	HVO_B0041	HVO_RS00195	iron transporter	iucC	arCOG08178	COG4264Q	RhbC
