	t02_mean	t08_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS00390	254.613696727755	13.1379394562114	0.840836195391418	0.955578453085586	4.27649910248945	1031	0.0444215469144136	HVO_RS00390
HVO_RS01805	680.449726720486	213.417710392218	0.71770174154692	0.908701257122857	1.6728086731897	737	0.0912987428771426	HVO_RS01805
HVO_RS01800	6262.74377140002	7033.4239625017	-0.114889351182184	0.0701449876110644	-0.167432328116271	194	0.929855012388936	HVO_RS01800
HVO_RS01295	294.012464468403	72.2060532023251	0.596011082903149	0.841718885176079	2.02568562668741	1307	0.158281114823921	HVO_RS01295
HVO_RS01105	731.458289069775	55.5547050700389	0.81278739784441	0.947725790601748	3.71879459053509	410	0.0522742093982519	HVO_RS01105
HVO_RS00980	722.113633545914	116.466176976902	0.734495612028861	0.916249405922905	2.63231483931471	422	0.083750594077095	HVO_RS00980
HVO_RS03945	1135.003163567	1210.90301054687	-0.0510122468209024	0.0120915769445625	-0.0933869956964155	584	0.987908423055437	HVO_RS03945
HVO_RS03970	238.958495838216	162.653075583211	0.147213487934411	0.147414818239036	0.554961959172956	1190	0.852585181760964	HVO_RS03970
HVO_RS04250	211.921570524084	7.35930769616229	0.984166633620167	0.972855082866606	4.8478165746209	1217	0.0271449171333942	HVO_RS04250
HVO_RS04680	659.551152033761	41.5604522794873	1.0069787575065	0.973003611232861	3.98820129372521	431	0.0269963887671385	HVO_RS04680
HVO_RS02705	531.339429043172	22.2822921829013	0.901498432065131	0.966591665712868	4.57566421899604	437	0.0334083342871316	HVO_RS02705
HVO_RS02765	446.866815310807	737.153292677196	-0.353977728572703	0.512500098289956	-0.722119749165297	1022	0.487499901710044	HVO_RS02765
HVO_RS03020	362.195265627762	163.478337062859	0.332193321851848	0.537545405483902	1.1476682153361	767	0.462454594516098	HVO_RS03020
HVO_RS03045	168.554827344994	5.37930903109602	0.990238138107133	0.972943867685223	4.9696532645153	1436	0.0270561323147772	HVO_RS03045
HVO_RS03505	708.637655216787	560.239284236918	0.151911244350157	0.154478070154733	0.339004979266187	494	0.845521929845267	HVO_RS03505
HVO_RS03525	224.199951109276	16.2398503467444	0.791884329706539	0.940484506168736	3.78717572054588	1103	0.0595154938312644	HVO_RS03525
HVO_RS02300	378.708039212344	164.140192829928	0.360267630158899	0.602491354265373	1.20615749379863	740	0.397508645734627	HVO_RS02300
HVO_RS02080	620.266405698394	565.618850671957	0.062180364627254	0.0383838352447066	0.133057786704383	572	0.961616164755293	HVO_RS02080
HVO_RS02060	342.13575605634	490.020596668274	-0.224633479027136	0.233389770187684	-0.518273504503064	1040	0.766610229812316	HVO_RS02060
HVO_RS02050	250.906125687596	100.529645029107	0.333509717924181	0.540695185279188	1.31952669529138	980	0.459304814720812	HVO_RS02050
HVO_RS02405	3810.73090471731	3883.40522908121	-0.0176356394867543	8.174223027968e-05	-0.027254523108664	284	0.99991825776972	HVO_RS02405
HVO_RS03700	4442.39869339579	4459.63966835003	-0.00350291515833434	4.12300654032416e-05	-0.00558827072089239	284	0.999958769934597	HVO_RS03700
