	t00_mean	t02_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS00390	38.0648927980544	473.380915810648	-0.696837523914104	0.472418051455679	-3.63646862522235	1031	0.527581948544321	HVO_RS00390
HVO_RS01805	900.084759885293	1290.69148761582	-0.220339307729378	0.519223990736794	-0.520011426461208	737	0.480776009263206	HVO_RS01805
HVO_RS01800	10212.5984302672	12059.8499282459	-0.111444823996244	0.268629374323193	-0.239861971266001	194	0.731370625676807	HVO_RS01800
HVO_RS01295	266.963881561482	553.796235703389	-0.305419597377807	0.659389449942472	-1.05271067929914	1307	0.340610550057528	HVO_RS01295
HVO_RS01105	409.413206850923	1365.52673783233	-0.469443952768207	0.789387159235497	-1.73782801653358	410	0.210612840764503	HVO_RS01105
HVO_RS00980	1224.52081458732	1349.38121710863	-0.0414702687764967	0.0987246016124127	-0.140080688048082	422	0.901275398387587	HVO_RS00980
HVO_RS03945	1944.75622115085	2172.29653484478	-0.0758626829368027	0.175208068253843	-0.159631733319812	584	0.824791931746157	HVO_RS03945
HVO_RS03970	164.577097079408	447.141890646709	-0.298608010566033	0.648217377076812	-1.44196913058191	1190	0.351782622923188	HVO_RS03970
HVO_RS04250	245.773960358175	394.607771825346	-0.141724458215082	0.350940829448671	-0.683087299403322	1217	0.649059170551329	HVO_RS04250
HVO_RS04680	582.703632250823	1231.94073184945	-0.284432850789539	0.624770114549878	-1.08009864146506	431	0.375229885450122	HVO_RS04680
HVO_RS02705	719.470066822669	988.884487251703	-0.111291589898389	0.268209999500256	-0.458867342300345	437	0.731790000499744	HVO_RS02705
HVO_RS02765	585.30039709667	850.214777820673	-0.159566240506985	0.396410792582562	-0.538650077616799	1022	0.603589207417438	HVO_RS02765
HVO_RS03020	343.925381002272	678.650374113088	-0.265506386708969	0.593527041883917	-0.980572933013676	767	0.406472958116083	HVO_RS03020
HVO_RS03045	161.456581797671	314.001797596845	-0.188655169419769	0.46117622836758	-0.959626564484419	1436	0.53882377163242	HVO_RS03045
HVO_RS03505	1366.25714241896	1337.13788280382	0.0120314015691772	0.0174737572462221	0.0310807971975963	494	0.982526242753778	HVO_RS03505
HVO_RS03525	488.213339679945	417.524297859284	0.0475789555123341	1.36982298616362e-05	0.225651557303729	1103	0.999986301770138	HVO_RS03525
HVO_RS02300	315.45631253433	710.989812909612	-0.328716086538253	0.696124122515223	-1.17238866843382	740	0.303875877484777	HVO_RS02300
HVO_RS02080	804.842733126145	1173.9049826393	-0.226790663745507	0.530065160523632	-0.544536827419025	572	0.469934839476368	HVO_RS02080
HVO_RS02060	667.853735179847	647.599343838712	0.0154518479780443	0.0142419422997938	0.0444306527253402	1040	0.985758057700206	HVO_RS02060
HVO_RS02050	531.476528754499	468.97744299494	0.0408910541702007	0.00035552833023722	0.180487447109259	980	0.999644471669763	HVO_RS02050
HVO_RS02405	6898.36434709041	7341.79446275092	-0.0444822403350185	0.104738045210806	-0.0898783971891842	284	0.895261954789194	HVO_RS02405
HVO_RS03700	8990.90543208705	8570.95854586147	0.0323338761739586	0.00289199600520318	0.0690098508338035	284	0.997108003994797	HVO_RS03700
HVO_RS02975	89.0860970289181	394.016344734427	-0.43803406452081	0.787658795246651	-2.14498327305778	1385	0.212341204753349	HVO_RS02975
HVO_RS02980	2829.22512138341	2899.75417373657	-0.0249416809237909	0.0682456983577524	-0.0355236246337322	323	0.931754301642248	HVO_RS02980
HVO_RS03050	2815.98361635028	2100.19805625981	0.23434309666579	0.281865805941875	0.423113554609885	443	0.718134194058125	HVO_RS03050
HVO_RS01895	197.297522155343	77.18019060778	0.239682782564887	0.289878378637469	1.35407032553453	1352	0.710121621362531	HVO_RS01895
HVO_RS02410	459.437303967663	792.766673067075	-0.231424326502202	0.53775143699322	-0.787028313722852	683	0.46224856300678	HVO_RS02410
HVO_RS19875	329.960012845169	353.672281875265	-0.0209962296586254	0.0616202819909623	-0.100121958172228	1340	0.938379718009038	HVO_RS19875
HVO_RS03495	1122.35345863558	1902.90167470403	-0.270300253573373	0.601412756395246	-0.761673927558273	284	0.398587243604754	HVO_RS03495
HVO_RS20065	2069.57476044652	2189.23794294317	-0.0460809717413097	0.107985555976401	-0.0810944012358367	485	0.892014444023599	HVO_RS20065
HVO_RS20150	671.03226233666	950.36539361403	-0.140010645712059	0.346396862945757	-0.502100172183742	1115	0.653603137054243	HVO_RS20150
HVO_RS20155	591.751116913343	726.2877225583	-0.0890903987472992	0.208695519058079	-0.295550668394642	914	0.791304480941921	HVO_RS20155
HVO_RS12045	316.72237325408	404.453785991024	-0.11769503256525	0.285768221272388	-0.352756082866135	941	0.714231778727612	HVO_RS12045
HVO_RS12620	150.735466616284	458.880264646169	-0.374557589092187	0.75277288436274	-1.60609885193887	557	0.24722711563726	HVO_RS12620
HVO_RS13065	2144.65290125424	1575.31554543767	0.22143533093912	0.26180464317823	0.445103337099618	368	0.73819535682177	HVO_RS13065
HVO_RS13570	183.768271897157	172.967874117706	0.0183995858893511	0.0116964944941641	0.0873835964886086	1799	0.988303505505836	HVO_RS13570
HVO_RS13900	221.532788747113	228.692155773999	-0.0112558267976952	0.0464049424738049	-0.0458866358348044	1568	0.953595057526195	HVO_RS13900
HVO_RS14410	631.272109590774	343.366555554139	0.186363878852169	0.203598486046863	0.8785124869936	803	0.796401513953137	HVO_RS14410
HVO_RS14555	1318.84750769274	2214.23374262418	-0.228272961874896	0.53253238678254	-0.747529764330013	1079	0.46746761321746	HVO_RS14555
HVO_RS20240	719.078597184666	1040.44120688086	-0.149707086953036	0.371732037631702	-0.532974068985248	1418	0.628267962368298	HVO_RS20240
HVO_RS15595	683.517544535457	622.795813085751	0.04733576736038	1.11022302462516e-16	0.134219123878211	1157	1	HVO_RS15595
HVO_RS15620	1298.12831240746	1046.61378565377	0.124984387431197	0.0902840570586754	0.31070382547337	500	0.909715942941325	HVO_RS15620
HVO_RS16300	1951.13877308481	1538.79492183266	0.196573510504888	0.221046599360645	0.342515418326909	416	0.778953400639355	HVO_RS16300
HVO_RS16580	699.240583180303	657.15133357428	0.0302301879808939	0.00386142193913719	0.089563276671841	869	0.996138578060863	HVO_RS16580
HVO_RS16585	553.309340234078	530.724612994411	0.0199046663339412	0.0104855232105493	0.0601228206250202	1145	0.989514476789451	HVO_RS16585
HVO_RS17290	352.210433037233	302.383856135028	0.0438179215037088	2.21866134307858e-05	0.220056526661587	1220	0.999977813386569	HVO_RS17290
HVO_RS18275	22635.6126570207	28736.9484691216	-0.141797669337493	0.351133592811275	-0.344312517239855	218	0.648866407188725	HVO_RS18275
HVO_RS11115	3141.80788647332	1488.12021301352	0.511390125239873	0.595833956848909	1.07810389157233	389	0.404166043151091	HVO_RS11115
HVO_RS10905	131.38588032136	424.680671657165	-0.352875447568084	0.729337689845069	-1.69256820777613	731	0.270662310154931	HVO_RS10905
HVO_RS10150	268.503631620527	135.486966570358	0.23736789542216	0.286427532774781	0.986787525951801	2273	0.713572467225219	HVO_RS10150
HVO_RS09760	737.502283893194	306.763869329847	0.30973501334579	0.383298135327625	1.26551894497609	680	0.616701864672375	HVO_RS09760
HVO_RS06910	2763.18071492249	583.116691694867	0.628048687272241	0.479708818240132	2.24447339344794	206	0.520291181759868	HVO_RS06910
HVO_RS06800	10755.918275436	10778.3589014496	-0.00125381079996888	0.032595473266172	-0.00300683336780595	164	0.967404526733828	HVO_RS06800
HVO_RS06545	2221.68212638403	312.397720972953	0.741963820113954	0.438201357438633	2.83019657993891	233	0.561798642561367	HVO_RS06545
HVO_RS06285	728.155357587835	857.74384520885	-0.0573263417099403	0.131898061983547	-0.236300575245848	938	0.868101938016453	HVO_RS06285
HVO_RS04825	1132.49917830055	849.322847854116	0.115304236497376	0.0725013330859221	0.41512503759302	860	0.927498666914078	HVO_RS04825
HVO_RS04920	87.7899507392993	58.3823676759885	0.111799085987613	0.0662686553247858	0.588523084807049	1043	0.933731344675214	HVO_RS04920
HVO_RS04925	228.91376579738	51.8926879437573	0.39598505543299	0.566257767427168	2.14120105057974	875	0.433742232572832	HVO_RS04925
HVO_RS04930	2905.12061610636	2146.43677135586	0.162402332877271	0.16081151973867	0.436654388101895	179	0.83918848026133	HVO_RS04930
