	t04_mean	t08_mean	theta	prob	log2FC	length
HVO_RS00390	1.31332062676669	1.21096012891041	0.0384374547069126	0.00517613622246615	0.117067805936103	1031
HVO_RS01805	13.7449365878659	19.7241241499516	-0.239327101776431	0.404913478839977	-0.521060987758299	737
HVO_RS01800	819.382688200685	654.170025542948	0.332671272155945	0.479169879825364	0.324871756291342	194
HVO_RS01295	12.9176463469232	6.67330351882832	0.395376444536456	0.621586627163424	0.952870200574113	1307
HVO_RS01105	1.97345939295379	5.21363989462748	-0.289564386027512	0.521596347317979	-1.40156410576584	410
HVO_RS00980	12.7945780662914	10.7995879878678	0.104257152318206	0.0808657642151321	0.24455629805448	422
HVO_RS19735	502.281768271688	188.52137582293	2.02772981744345	0.999999999678373	1.41376879404301	253
HVO_RS19870	1.81217687876898	6.33208477548602	-0.413019137928299	0.765000002319268	-1.80495679325815	455
HVO_RS19970	5.43295658559668	11.6118520475737	-0.439065423506167	0.805321486870311	-1.09578867140824	1000
HVO_RS20040	5.62718268396148	0.41470900169906	0.851278527040933	0.932427036391713	3.76224153267952	518
HVO_RS03945	164.415457113481	111.765599513189	0.519723965907084	0.813429428669721	0.556869729386184	584
HVO_RS03970	14.7778269241539	15.0183555154157	-0.0105891136592873	0.00540969125757362	-0.0232927117014262	1190
HVO_RS04250	2.21137618042898	0.681526707804535	0.492685755629574	0.786978645076703	1.69810236511754	1217
HVO_RS04680	22.0302953229375	3.8488074403625	1.14413201107667	0.954848303075209	2.51700543633347	431
HVO_RS02705	1.90278780792227	2.08750942937487	-0.0279480934154952	0.0179968866354672	-0.133668027919616	437
HVO_RS02765	61.0435205184953	68.4444831360548	-0.11679164677673	0.146894642593649	-0.165096091847733	1022
HVO_RS03020	9.69853123034564	15.1393116656762	-0.325284146677736	0.599002510867165	-0.642461428617931	767
HVO_RS03045	NA	NA	NA	NA	NA	1436
HVO_RS03505	27.5457994842267	51.9776821920365	-0.46722057700591	0.841640394603602	-0.916059966028764	494
HVO_RS03525	2.45518325692921	1.50393110316975	0.332958008361709	0.479818782703342	0.707092235527727	1103
HVO_RS02300	33.9531370517342	15.1608209255701	0.539339151357175	0.828143849003806	1.16319700195011	740
HVO_RS02080	29.5457798885306	52.2775821685784	-0.504183476576543	0.876415859337359	-0.823240337515605	572
HVO_RS02060	18.2435502380397	45.4248491261703	-0.798082073081968	0.953780359086768	-1.31609521401644	1040
HVO_RS02050	6.20891825252923	9.30979391569317	-0.271738247824464	0.480924543262238	-0.584407295119855	980
