	t00_mean	t04_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS00390	10.9102405375429	9.1853559518483	0.0934342650551134	0.208102268829085	0.248275374042052	1031	0.791897731170915	HVO_RS00390
HVO_RS01805	257.984208352402	96.0198169289788	0.590539597168524	0.951017781075162	1.42587866808477	737	0.0489822189248377	HVO_RS01805
HVO_RS01800	2927.15668420962	5739.84884150417	-0.610689303810228	0.912609752214311	-0.971512772052209	194	0.0873902477856892	HVO_RS01800
HVO_RS01295	76.5177555634876	90.2405063461583	-0.0930793286675563	0.077365893280836	-0.237980605988175	1307	0.922634106719164	HVO_RS01295
HVO_RS01105	117.34688416668	13.7489246200285	0.802622079764408	0.97086847291911	3.09338884850507	410	0.0291315270808897	HVO_RS01105
HVO_RS00980	350.974760424348	89.3545846716019	0.607297171303628	0.950699558705126	1.97375362687828	422	0.0493004412948737	HVO_RS00980
HVO_RS03945	557.410164589331	1149.25998036507	-0.76936677686815	0.955512632534972	-1.04389397891841	584	0.0444873674650276	HVO_RS03945
HVO_RS03970	47.1714376192507	103.309708074468	-0.306534993658065	0.591773459020264	-1.13099035656793	1190	0.408226540979736	HVO_RS03970
HVO_RS04250	70.4442552773795	15.4210606069883	0.543915758733073	0.943616761277853	2.19158006746293	1217	0.0563832387221468	HVO_RS04250
HVO_RS04680	167.015754482339	154.207626725048	0.0367851663208383	0.0720670550783894	0.115110078438595	431	0.927932944921611	HVO_RS04680
HVO_RS02705	206.216040860586	13.3573701797715	0.867534767050172	0.983002335089161	3.94844865873026	437	0.0169976649108391	HVO_RS02705
HVO_RS02765	167.760044745757	427.261575984732	-0.520084353416725	0.873957241369158	-1.34872042864893	1022	0.126042758630842	HVO_RS02765
HVO_RS03020	98.5766242297854	67.7955336609551	0.236349219911931	0.563162534973042	0.540055344166143	767	0.436837465026958	HVO_RS03020
HVO_RS03045	46.2770288918848	5.6479502667859	0.792062979498995	0.96771938130539	3.03449695248839	1436	0.03228061869461	HVO_RS03045
HVO_RS03505	391.599528179645	193.101442752189	0.399617447608452	0.838984227110607	1.02002008331973	494	0.161015772889393	HVO_RS03505
HVO_RS03525	139.932745845473	17.1715357866829	0.737402128083733	0.952832079495328	3.02664262708345	1103	0.0471679205046719	HVO_RS03525
HVO_RS02300	90.4167592719916	237.803197581902	-0.568318344781487	0.901718078727822	-1.39510599972486	740	0.0982819212721778	HVO_RS02300
HVO_RS02080	230.68573606356	206.49845281195	0.0812724412222911	0.177445633933181	0.159797828654342	572	0.822554366066819	HVO_RS02080
HVO_RS02060	191.421658097538	127.648270214408	0.245832007461456	0.584472293996327	0.584580082836241	1040	0.415527706003673	HVO_RS02060
HVO_RS02050	152.332933118527	43.3970125832622	0.475757852790337	0.901035513014197	1.81156023707329	980	0.0989644869858034	HVO_RS02050
HVO_RS02405	1977.22386193646	1033.70831541205	0.526449182639827	0.936192223905976	0.935647069248931	284	0.0638077760940239	HVO_RS02405
HVO_RS03700	2576.99243853866	2397.22078779424	0.0647556377908186	0.136438684053644	0.104325514437576	284	0.863561315946356	HVO_RS03700
HVO_RS02975	25.5340466159427	71.9821160128111	-0.377473250589392	0.732120723264928	-1.49521631982371	1385	0.267879276735072	HVO_RS02975
HVO_RS02980	810.918522033242	1887.6618099718	-0.830064510321788	0.957938536059986	-1.21897144685135	323	0.042061463940014	HVO_RS02980
HVO_RS03050	807.123213696055	117.769633254986	1.36382410542226	0.988356000028184	2.77682133894019	443	0.0116439999718163	HVO_RS03050
HVO_RS01895	56.5498354506338	16.5889404776465	0.40462284975652	0.843181722466026	1.76930108079203	1352	0.156818277533974	HVO_RS01895
HVO_RS02410	131.68489728319	257.143220765146	-0.408546317183544	0.774306542272483	-0.965482224636747	683	0.225693457727517	HVO_RS02410
HVO_RS19875	94.5738407043549	5.87987132708647	0.966254157784161	0.977285733350602	4.00758469756329	1340	0.0227142666493978	HVO_RS19875
HVO_RS03495	321.6913355522	149.727547939426	0.335959508551257	0.765084981392847	1.103337395791	284	0.234915018607153	HVO_RS03495
HVO_RS20065	593.185919810429	1457.35751977019	-1.0986681564113	0.986093102708718	-1.2967985848814	485	0.0139068972912821	HVO_RS20065
