Row.names	de00	de02	de04	de08	de24	old	new	prot	gene_name	arcog
lcl|NC_013966.1_cds_WP_049941497.1_996	-1.763197525	-4.180258356	-4.714939901	-5.289860812	-5.68013809	HVO_A0548	HVO_RS04295	quinol oxidase		arCOG02861
lcl|NC_013967.1_cds_WP_004044568.1_1421	-0.325353597	-3.251866638	-2.935809884	-3.505198894	-5.777909163	HVO_0355	HVO_RS06415	hypothetical protein		arCOG04717
lcl|NC_013967.1_cds_WP_004044165.1_1808	-0.237039255	-4.213295871	-4.408438633	-3.805096073	-5.790132513	HVO_0772	HVO_RS08400	ArsR family transcriptional regulator	ArsR	arCOG00394
lcl|NC_013967.1_cds_WP_004044843.1_3923	0.355797391	1.229661213	-5.808186498	0.523682154	-5.850002665	HVO_2973	HVO_RS19085	hypothetical protein		arCOG06327
lcl|NC_013967.1_cds_WP_004041636.1_2747	-0.388192858	0.287105558	0.544832627	-0.048989093	-5.890660897	HVO_1753	HVO_RS13135	heavy metal transporter		arCOG02763
lcl|NC_013967.1_cds_WP_081442890.1_3091	1.964041135	-5.699641971	1.085814715	-5.96281838	-5.890660897	HVO_RS20250	HVO_RS20250	hypothetical protein		arCOG10894
lcl|NC_013967.1_cds_WP_004041634.1_2745	-0.876083623	-2.719564009	-3.552639963	-4.238410578	-5.896501197	HVO_1751	HVO_RS13125	copper-translocating P-type ATPase	copA	arCOG01576
lcl|NC_013967.1_cds_WP_004042171.1_3255	0.336205273	-0.669519952	1.412078594	-0.230257016	-5.925430466	HVO_2282	HVO_RS15670	hypothetical protein		
lcl|NC_013967.1_cds_WP_004044421.1_1561	0.936609185	2.556696508	0.959704006	0.198485205	-6.007898567	HVO_0502	HVO_RS07130	hypothetical protein		
lcl|NC_013967.1_cds_WP_004043829.1_2132	1.27361691	-0.476961488	0.324885583	-0.888721134	-6.202566304	HVO_1108	HVO_RS10025	H/ACA RNA-protein complex protein Gar1	gar1	arCOG02466
lcl|NC_013967.1_cds_WP_004041803.1_2902	-1.804980203	-2.472146337	-0.997587473	-2.80971144	-6.25289569	HVO_1924	HVO_RS13920	hypothetical protein		arCOG09323
lcl|NC_013967.1_cds_WP_004042070.1_3157	0.7308115	-2.449269912	-1.081893105	-2.348914377	-6.535678193	HVO_2178	HVO_RS15180	hypothetical protein		arCOG06308
lcl|NC_013967.1_cds_WP_004043661.1_2294	-0.212328854	-0.747928284	-2.446363761	-1.493513096	-6.696408786	HVO_1278	HVO_RS10845	hypothetical protein		arCOG07569
lcl|NC_013967.1_cds_WP_004044750.1_3877	-1.291219524	-0.654854131	-1.259358941	-6.781056374	-6.708560121	HVO_2920	HVO_RS18825	hypothetical protein		arCOG03953
lcl|NC_013968.1_cds_6	-0.028799522	-0.62964277	-0.139122606	0.558409021	-6.739338203	HVO_RS20340	HVO_RS20340	hypothetical protein		
lcl|NC_013967.1_cds_WP_004042623.1_3538	-1.747539269	-6.851233739	-2.539912779	-1.274575596	-7.07906586	HVO_2569	HVO_RS17105	hypothetical protein		arCOG08170
lcl|NC_013967.1_cds_WP_004043998.1_1975	-3.395752648	-5.428811407	-6.470870051	-6.777842071	-7.168742444	HVO_0947	HVO_RS09235	hypothetical protein		arCOG06413
lcl|NC_013967.1_cds_WP_004041866.1_2963	-0.515428274	-0.867595308	-0.672921312	-1.014028736	-7.407965041	HVO_RS14225	HVO_RS14225	hypothetical protein	THEP1	arCOG01034
lcl|NC_013966.1_cds_WP_081442873.1_858	-8.560149548	-9.076342844	-4.033876336	-9.352009001	-9.309680089	HVO_A0408A	HVO_RS19985	hypothetical protein		
lcl|NC_013967.1_cds_WP_004043613.1_2340	-0.843541921	-2.946944841	-3.789303462	-3.347142454	-9.483339008	HVO_1325	HVO_RS11080	hypothetical protein		arCOG08959
