Row.names	de00	de02	de04	de08	de24	old	new	prot	gene_name	arcog
lcl|NC_013967.1_cds_WP_004045172.1_1170	-1.694063199	-4.026812804	-5.039925506	-3.216683307	-3.68390221	HVO_0096	HVO_RS05150	NADH-binding protein		arCOG03015
lcl|NC_013967.1_cds_WP_004042130.1_3216	-2.11333696	-4.845755942	-5.049290422	-4.355680776	-2.804343572	HVO_2241	HVO_RS15475	hypothetical protein		arCOG07770
lcl|NC_013967.1_cds_WP_004041415.1_2543	-1.25420722	-3.427084044	-5.066382188	-4.140649762	-5.025567032	HVO_1537	HVO_RS12080	ATPase AAA	orc15	arCOG00468
lcl|NC_013967.1_cds_WP_004044546.1_1441	-4.467863162	0.611241654	-5.215204475	0.529551684	-5.224637727	HVO_0378	HVO_RS06520	hypothetical protein		
lcl|NC_013967.1_cds_WP_004042071.1_3158	-1.714609529	-5.329236563	-5.275322948	-2.914723596	-2.818530067	HVO_2179	HVO_RS15185	hypothetical protein		arCOG06309
lcl|NC_013967.1_cds_WP_004045314.1_1274	-3.297030254	-5.054375821	-5.447694646	-4.326242241	-2.979983463	HVO_0200	HVO_RS05675	transcriptional regulator		arCOG03828
lcl|NC_013967.1_cds_WP_004044408.1_1573	-2.317486512	-6.606370883	-5.498791814	-3.958861448	-4.817367679	HVO_0515	HVO_RS07195	hypothetical protein		arCOG10374
lcl|NC_013967.1_cds_WP_004062665.1_3218	0.963654707	-5.39008645	-5.595917441	-0.171279695	-5.637631204	HVO_2243	HVO_RS15485	hypothetical protein		arCOG13615
lcl|NC_013967.1_cds_WP_004042261.1_3346	-1.568549943	-1.652512093	-5.602178401	-1.179472305	-5.631457269	HVO_2372	HVO_RS16120	hypothetical protein		arCOG04418
lcl|NC_013967.1_cds_WP_004044013.1_1960	-1.647504599	-3.822354603	-5.614120681	-3.110472612	-3.12621008	HVO_0932	HVO_RS09160	UspA domain-containing protein	UspA	arCOG02053
lcl|NC_013967.1_cds_WP_004043629.1_2324	-4.90141395	-5.448464119	-5.637131747	-1.352671287	-0.091861317	HVO_RS11000	HVO_RS11000	hypothetical protein		arCOG01378
lcl|NC_013967.1_cds_WP_004044843.1_3923	0.355797391	1.229661213	-5.808186498	0.523682154	-5.850002665	HVO_2973	HVO_RS19085	hypothetical protein		arCOG06327
lcl|NC_013967.1_cds_WP_004044551.1_1436	-5.430729312	-0.931615998	-6.135829175	0.697693842	-0.169800966	HVO_0373	HVO_RS06495	hypothetical protein		
lcl|NC_013967.1_cds_WP_004041770.1_2872	-2.954381554	-3.032735314	-6.34413117	-3.52516784	-2.37176567	HVO_1889	HVO_RS13770	hypothetical protein		arCOG06324
lcl|NC_013967.1_cds_WP_004043998.1_1975	-3.395752648	-5.428811407	-6.470870051	-6.777842071	-7.168742444	HVO_0947	HVO_RS09235	hypothetical protein		arCOG06413
lcl|NC_013964.1_cds_277	-1.466984929	-0.631252813	-6.658181638	0.922674279	0.11578348	HVO_RS19670	HVO_RS19670	hypothetical protein		
lcl|NC_013967.1_cds_WP_004044014.1_1959	-1.468077177	-1.857068055	-6.665673352	-1.643460105	-1.872823893	HVO_0931	HVO_RS09155	UspA domain-containing protein	UspA	arCOG02053
lcl|NC_013966.1_cds_WP_004040949.1_1037	-1.58377361	-3.367874767	-7.857171825	-2.715356725	-2.572188895	HVO_A0592	HVO_RS04500	hypothetical protein		arCOG13582
lcl|NC_013967.1_cds_WP_004045285.1_1247	-5.049147691	-6.938012715	-8.130371399	-6.851179603	-5.164680756	HVO_0171	HVO_RS05540	SWIM zinc finger domain-containing protein		arCOG07773
lcl|NC_013967.1_cds_WP_004042005.1_3100	-0.718592729	-2.346539281	-8.483617204	-2.891077508	1.933679098	HVO_2121	HVO_RS14895	hypothetical protein		arCOG02178
