Row.names	de00	de02	de04	de08	de24	old	new	prot	gene_name	arcog
lcl|NC_013967.1_cds_WP_049941502.1_1800	-1.4812576	-3.577024357	-4.446670538	-4.601395023	-5.420587336	HVO_0763	HVO_RS08360	quinol oxidase		arCOG02861
lcl|NC_013967.1_cds_WP_004045365.1_1321	-0.557201223	-4.349595467	1.603929857	-4.629098115	0.018409399	HVO_0249	HVO_RS05910	hypothetical protein		arCOG14614
lcl|NC_013967.1_cds_WP_004044432.1_1551	-2.711299327	-4.209818751	-4.234169574	-4.822671892	-3.477565247	HVO_0489	HVO_RS07070	hypothetical protein		arCOG06412
lcl|NC_013967.1_cds_WP_004043446.1_2500	-1.737496246	-4.753650269	-2.785712843	-5.023176408	-0.720111848	HVO_1489	HVO_RS11890	hypothetical protein		arCOG11894
lcl|NC_013967.1_cds_WP_004041922.1_3016	-1.984878964	-4.356802565	-4.940719733	-5.150125247	-4.69676972	HVO_2037	HVO_RS14495	hypothetical protein		arCOG03909
lcl|NC_013967.1_cds_WP_004044433.1_1550	-2.810940682	-3.374393842	-4.210424392	-5.201707422	-4.814942717	HVO_0488	HVO_RS07065	transcriptional regulator	ArsR	arCOG03065
lcl|NC_013966.1_cds_WP_013035091.1_603	-1.912364411	-0.521246896	0.305008814	-5.209148632	-0.411949979	HVO_A0142	HVO_RS02490	hypothetical protein		arCOG08902
lcl|NC_013966.1_cds_WP_049941497.1_996	-1.763197525	-4.180258356	-4.714939901	-5.289860812	-5.68013809	HVO_A0548	HVO_RS04295	quinol oxidase		arCOG02861
lcl|NC_013967.1_cds_WP_004041534.1_2646	-0.552873751	-0.571100923	-0.39676769	-5.342387608	-5.309781855	HVO_1643	HVO_RS12595	hypothetical protein		arCOG11262
lcl|NC_013967.1_cds_WP_013035644.1_2532	-4.463400571	-5.032452027	-1.870968317	-5.345569179	-1.820019546	HVO_1525	HVO_RS12030	IS4 family transposase		arCOG06380
lcl|NC_013967.1_cds_WP_081442890.1_3091	1.964041135	-5.699641971	1.085814715	-5.96281838	-5.890660897	HVO_RS20250	HVO_RS20250	hypothetical protein		arCOG10894
lcl|NC_013967.1_cds_WP_004041680.1_2785	-1.359727982	-5.787451337	-1.21769359	-6.059759328	0.777571016	HVO_1795	HVO_RS13325	hypothetical protein		arCOG03909
lcl|NC_013964.1_cds_WP_004041173.1_443	-2.891425242	-4.507521935	-4.101572117	-6.075951986	-3.650262037	HVO_B0362	HVO_RS01750	hypothetical protein		arCOG06257
lcl|NC_013967.1_cds_WP_004042625.1_3539	-2.244649585	-4.933728119	-3.616260513	-6.322474964	-3.202725849	HVO_2570	HVO_RS17110	hypothetical protein		arCOG07989
lcl|NC_013967.1_cds_WP_004043998.1_1975	-3.395752648	-5.428811407	-6.470870051	-6.777842071	-7.168742444	HVO_0947	HVO_RS09235	hypothetical protein		arCOG06413
lcl|NC_013967.1_cds_WP_004044750.1_3877	-1.291219524	-0.654854131	-1.259358941	-6.781056374	-6.708560121	HVO_2920	HVO_RS18825	hypothetical protein		arCOG03953
lcl|NC_013967.1_cds_WP_004045285.1_1247	-5.049147691	-6.938012715	-8.130371399	-6.851179603	-5.164680756	HVO_0171	HVO_RS05540	SWIM zinc finger domain-containing protein		arCOG07773
lcl|NC_013967.1_cds_WP_004042127.1_3213	0.278870503	-6.834693291	-1.818804212	-7.109857153	-1.42142885	HVO_2238	HVO_RS15460	hypothetical protein		arCOG10823
lcl|NC_013967.1_cds_WP_004042076.1_3163	-1.456149405	-7.076855861	-1.830922679	-7.351993779	-2.420546908	HVO_2184	HVO_RS15210	hypothetical protein		arCOG03052
lcl|NC_013966.1_cds_WP_081442873.1_858	-8.560149548	-9.076342844	-4.033876336	-9.352009001	-9.309680089	HVO_A0408A	HVO_RS19985	hypothetical protein		
