Row.names	de00	de02	de04	de08	de24	old	new	prot	gene_name	arcog
lcl|NC_013964.1_cds_WP_004041323.1_299	6.389055223	6.283973928	6.120069528	6.472225216	6.287373447	HVO_B0212	HVO_RS01045	hypothetical protein		arCOG11392
lcl|NC_013966.1_cds_WP_081442868.1_772	6.556062669	4.532230297	5.704079692	6.223468796	6.213329668	HVO_RS19895	HVO_RS19895	hypothetical protein		arCOG14625
lcl|NC_013967.1_cds_WP_004041594.1_2705	0.66782721	4.058955981	5.669479053	6.021709089	5.999061032	HVO_1705	HVO_RS12900	iron ABC transporter substrate-binding protein	sfuA	arCOG00227
lcl|NC_013966.1_cds_WP_013035044.1_849	4.415586292	5.382874428	6.369240748	5.850566094	6.629649598	HVO_A0399	HVO_RS03635	hypothetical protein		arCOG08905
lcl|NC_013964.1_cds_WP_004041336.1_285	0.64112882	0.934958355	4.824486804	5.836186563	5.951787856	HVO_B0198	HVO_RS00975	iron ABC transporter substrate-binding protein	FepB	arCOG06180
lcl|NC_013964.1_cds_WP_004041107.1_134	NA	0.595054653	4.460135954	5.595714261	5.966825875	HVO_B0047	HVO_RS00225	iron ABC transporter substrate-binding protein	FepB	arCOG06180
lcl|NC_013964.1_cds_WP_004041113.1_128	NA	NA	2.692496082	5.557072615	6.290236611	HVO_B0041	HVO_RS00195	iron transporter	iucC	arCOG08178
lcl|NC_013967.1_cds_WP_004044540.1_1447	NA	4.123266939	NA	5.529125247	NA	HVO_0383	HVO_RS06550	hypothetical protein	RpoE	arCOG08182
lcl|NC_013967.1_cds_WP_013035545.1_2647	4.087219837	4.09224663	5.956967997	5.420369222	NA	HVO_1644	HVO_RS12600	hypothetical protein		arCOG08921
lcl|NC_013966.1_cds_WP_004043384.1_516	NA	3.824693863	3.854716459	5.396447335	4.414864585	HVO_A0052	HVO_RS02110	hypothetical protein		arCOG07574
lcl|NC_013967.1_cds_WP_004042587.1_3521	1.686822565	7.260953485	5.2764989	5.388315943	5.053210695	HVO_2550	HVO_RS17010	30S ribosomal protein S14	rps14	arCOG00782
lcl|NC_013967.1_cds_WP_081442882.1_1353	5.810000673	5.683666967	5.67495215	5.368873998	4.178931279	HVO_0280A	HVO_RS20110	hypothetical protein		arCOG06428
lcl|NC_013966.1_cds_WP_013035085.1_722	0.613135584	4.909899804	5.849631957	5.290717931	4.110165862	HVO_A0272	HVO_RS03050	DNA polymerase III subunit delta'	GlcG	arCOG07054
lcl|NC_013966.1_cds_WP_013035171.1_524	3.538803731	4.856967211	5.370757614	5.055728303	4.085270731	HVO_A0059	HVO_RS02140	hypothetical protein		arCOG08902
lcl|NC_013964.1_cds_WP_004041027.1_214	NA	NA	5.64245756	5.050800125	5.207922037	HVO_B0129	HVO_RS00625	hypothetical protein		
lcl|NC_013966.1_cds_WP_013035013.1_771	4.598920946	4.391863466	4.779427158	5.050800125	6.280678984	HVO_A0319	HVO_RS19890	hypothetical protein		
lcl|NC_013967.1_cds_WP_004044862.1_3930	NA	4.435495336	4.472630388	5.037301601	5.17805914	HVO_2980	HVO_RS19120	hypothetical protein		arCOG07499
lcl|NC_013964.1_cds_WP_004041311.1_311	1.641105885	4.029072811	4.824775492	4.969071401	3.744124448	HVO_B0224	HVO_RS01105	cupin		arCOG03003
lcl|NC_013966.1_cds_WP_013035175.1_718	2.036046367	4.1278789	4.977761559	4.959610249	3.926970753	HVO_A0268	HVO_RS19875	L-fuculose-phosphate aldolase	AraD	arCOG04226
lcl|NC_013967.1_cds_WP_004044017.1_1954	4.836012069	6.559373924	6.711170084	4.938381251	5.967322298	HVO_0925	HVO_RS09125	hypothetical protein		
