Row.names	de00	de02	de04	de08	de24	old	new	prot	gene_name	arcog
lcl|NC_013967.1_cds_WP_004042264.1_3349	6.670198184	4.612856705	3.995685237	3.593131783	2.758013451	HVO_2375	HVO_RS16135	phosphate ABC transporter substrate-binding protein	pstS1	arCOG00213
lcl|NC_013967.1_cds_WP_004042264.1_3349	6.670198184	4.612856705	3.995685237	3.593131783	2.758013451	HVO_2375	HVO_RS16135	phosphate ABC transporter substrate-binding protein	pstS1	arCOG00213
lcl|NC_013964.1_cds_373	6.583492681	6.532993618	6.663513373	NA	7.332768992	HVO_RS19695	HVO_RS19695	molecular chaperone GroEL		
lcl|NC_013966.1_cds_WP_081442868.1_772	6.556062669	4.532230297	5.704079692	6.223468796	6.213329668	HVO_RS19895	HVO_RS19895	hypothetical protein		arCOG14625
lcl|NC_013964.1_cds_WP_004041323.1_299	6.389055223	6.283973928	6.120069528	6.472225216	6.287373447	HVO_B0212	HVO_RS01045	hypothetical protein		arCOG11392
lcl|NC_013967.1_cds_WP_081442882.1_1353	5.810000673	5.683666967	5.67495215	5.368873998	4.178931279	HVO_0280A	HVO_RS20110	hypothetical protein		arCOG06428
lcl|NC_013966.1_cds_WP_013035084.1_644	5.490220367	NA	4.64272082	4.922804808	NA	HVO_A0184	HVO_RS19835	hypothetical protein		
lcl|NC_013967.1_cds_WP_004042829.1_3638	4.87994952	4.341834369	4.877999393	4.102446237	NA	HVO_2672	HVO_RS17605	hypothetical protein		arCOG09076
lcl|NC_013967.1_cds_WP_004044017.1_1954	4.836012069	6.559373924	6.711170084	4.938381251	5.967322298	HVO_0925	HVO_RS09125	hypothetical protein		
lcl|NC_013966.1_cds_WP_013035013.1_771	4.598920946	4.391863466	4.779427158	5.050800125	6.280678984	HVO_A0319	HVO_RS19890	hypothetical protein		
lcl|NC_013966.1_cds_WP_004040964.1_1052	4.53886139	NA	4.453421501	NA	5.141377355	HVO_RS04575	HVO_RS04575	hypothetical protein	Tar	arCOG02318
lcl|NC_013968.1_cds_WP_013035711.1_79	4.453782092	5.820584095	5.226229107	NA	4.911176338	HVO_C0086	HVO_RS19620	hypothetical protein		arCOG10754
lcl|NC_013966.1_cds_WP_013035044.1_849	4.415586292	5.382874428	6.369240748	5.850566094	6.629649598	HVO_A0399	HVO_RS03635	hypothetical protein		arCOG08905
lcl|NC_013967.1_cds_WP_004044559.1_1429	4.340124686	4.99583022	NA	4.651313165	4.90490382	HVO_0365	HVO_RS06460	hypothetical protein		
lcl|NC_013967.1_cds_WP_004043500.1_2447	4.239995732	3.532309983	2.599899514	3.841880815	4.815480682	HVO_RS11620	HVO_RS11620	hypothetical protein		arCOG14540
lcl|NC_013966.1_cds_WP_081442872.1_857	4.216873417	4.23521212	4.736110253	NA	NA	HVO_RS19980	HVO_RS19980	hypothetical protein		
lcl|NC_013967.1_cds_WP_013035545.1_2647	4.087219837	4.09224663	5.956967997	5.420369222	NA	HVO_1644	HVO_RS12600	hypothetical protein		arCOG08921
lcl|NC_013967.1_cds_WP_004043989.1_1984	4.062883653	-0.039362257	-1.239239423	0.836609564	-0.783477491	HVO_0956	HVO_RS09280	serine/threonine protein phosphatase	CpdA	arCOG01153
lcl|NC_013967.1_cds_WP_013035468.1_1340	4.043436799	1.340682268	1.139214029	2.125257635	2.21604299	HVO_0267	HVO_RS20105	hypothetical protein		arCOG07539
lcl|NC_013967.1_cds_WP_004044086.1_1883	3.976374709	5.657146241	5.661725656	4.824507978	3.610466722	HVO_0852	HVO_RS08775	ArsR family transcriptional regulator	ArsR	arCOG00394
