locus_tag	t00_mean	t24_mean	theta	prob	log2FC	length.x	P	wp	dbxref	ncbi_id	genomic_accession	feature	start	stop	strand	gene	gbkey	gene_biotype	old_locus_tag.x	length.y	protein	old_locus_tag.y	kegg1	kegg2	kegg3	gene_id	gene_description	kegg_id	kegg_gene	kegg_description	enzyme	keggidprot	Gene.Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	chr	arCOG_name	E.value	score	arCOG_familiy	Gene_name	Description	HVO	EFFECTSIZE
HVO_RS00090	494.173153949196	55.7073030748209	0.726621651206439	0.979421832375154	3.14907825966832	653	0.0205781676248461	WP_004041134.1	8919107	lcl|NC_013964.1_cds_WP_004041134.1_106	NC_013964.1	gene	20051	20704	+	105	Gene	protein_coding	HVO_B0020	653	bacterio-opsin activator	HVO_B0020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	bacterio-opsin activator(HVO_RS00090)	Haloferax volcanii DS2					IPR007050:Transcription regulator HTH, bacterioopsin		HVO_RS00090	PF04967:HTH DNA binding domain			Complete proteome,Plasmid,Reference proteome,	pHV3	arCOG02276	1.4e-21	75.5	T	-	Signal transduction regulator, containsPAS and HTH domains	HVO_B0020	3.14907825966832
HVO_RS00350	270.873058221124	104.641391804293	0.435365531498689	0.932625262106286	1.37216327132403	530	0.0673747378937141	WP_004041082.1	8919049	lcl|NC_013964.1_cds_WP_004041082.1_159	NC_013964.1	gene	81961	82491	-	158	Gene	protein_coding	HVO_B0073	530	transcriptional regulator	HVO_B0073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	transcriptional regulator(HVO_RS00350)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated	GO:0005622~intracellular	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding	IPR000485:AsnC-type HTH domain,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR019888:Transcription regulator AsnC-type		HVO_RS00350	PF13404:AsnC-type helix-turn-helix domain		SM00344:HTH_ASNC	Complete proteome,DNA-binding,Plasmid,Reference proteome,Transcription,Transcription regulation,	pHV3	arCOG01587	2.6e-64	213.6	K	-	DNA-binding transcriptional regulator, Lrp family	HVO_B0073	1.37216327132403
HVO_RS00570	208.507254045957	48.87874530101	0.513765021322815	0.95416037053498	2.09281841914126	1949	0.0458396294650204	WP_004041038.1	8919024	lcl|NC_013964.1_cds_WP_004041038.1_203	NC_013964.1	gene	131561	133510	+	202	Gene	protein_coding	HVO_B0118	1949	SMC-like protein Sph2	HVO_B0118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	SMC-like protein Sph2(HVO_RS00570)	Haloferax volcanii DS2					IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS00570				Coiled coil,Complete proteome,	pHV3	arCOG00385	2e-08	32.2	S	-	Uncharacterized coiled-coil protein	HVO_B0118	2.09281841914126
HVO_RS00635	118.322174198369	53.3300946551094	0.389704092088186	0.899248066130375	1.14969867389869	863	0.100751933869625	WP_004041025.1	8919172	lcl|NC_013964.1_cds_WP_004041025.1_216	NC_013964.1	gene	145516	146379	+	215	Gene	protein_coding	HVO_B0131	863	hypothetical protein	HVO_B0131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS00635)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS00635				Complete proteome,Plasmid,Reference proteome,	pHV3	arCOG01449	2.3e-66	221.6	V	Csx1	CARF domain containing protein	HVO_B0131	1.14969867389869
HVO_RS00705	167.79566941729	93.0232260621219	0.273585946020331	0.752383014371806	0.851042603456113	695	0.247616985628194	WP_004041011.1	8919253	lcl|NC_013964.1_cds_WP_004041011.1_230	NC_013964.1	gene	162589	163284	-	229	Gene	protein_coding	HVO_B0145	695	creatininase	HVO_B0145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	creatininase(HVO_RS00705)	Haloferax volcanii DS2	3.5.2.10			GO:0047789~creatininase activity	IPR003785:Creatininase/formamide hydrolase,IPR024087:Creatininase-like domain		HVO_RS00705	PF02633:Creatinine amidohydrolase			Complete proteome,Hydrolase,Plasmid,Reference proteome,	pHV3	arCOG04536	2.6e-46	155.7	H	ArfB	Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis	HVO_B0145	0.851042603456113
HVO_RS00755	2305.72076392025	1890.72348719164	0.130354465547666	0.32470676517842	0.286279416117496	413	0.67529323482158	WP_004041383.1	25143363	lcl|NC_013964.1_cds_WP_004041383.1_240	NC_013964.1	gene	174818	175231	-	239	Gene	protein_coding	NA	413	response regulator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	response regulator(HVO_RS00755)	Haloferax volcanii DS2		GO:0000160~phosphorelay signal transduction system	GO:0005622~intracellular	GO:0016301~kinase activity	IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily		HVO_RS00755	PF00072:Response regulator receiver domain		SM00448:REC	Complete proteome,Kinase,Transferase,	pHV3	arCOG02595	1.1e-33	113.2	T	OmpR	REC domain	---	0.286279416117496
HVO_RS00770	815.32447271991	280.413408983199	0.473722861034873	0.948665186335019	1.53981898080726	548	0.051334813664981	WP_004041380.1	25143364	lcl|NC_013964.1_cds_WP_004041380.1_243	NC_013964.1	gene	181542	182090	+	242	Gene	protein_coding	NA	548	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS00770)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS00770				Complete proteome,	pHV3	arCOG09362	2.8e-99	328.2	S	-	Uncharacterized protein	---	1.53981898080726
HVO_RS00895	101.361433309194	37.5954204810339	0.32804162770405	0.836366876834422	1.43087998803962	974	0.163633123165578	WP_004041353.1	8919290	lcl|NC_013964.1_cds_WP_004041353.1_268	NC_013964.1	gene	211615	212589	+	267	Gene	protein_coding	HVO_B0182	974	deoxyhypusine synthase	HVO_B0182	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	dhs2	deoxyhypusine synthase	K00809	DHPS	 deoxyhypusine synthase	[EC:2.5.1.46]	K00809: 	deoxyhypusine synthase(HVO_RS00895)	Haloferax volcanii DS2	2.5.1.46	GO:0008612~peptidyl-lysine modification to peptidyl-hypusine,GO:0050983~deoxyhypusine biosynthetic process from spermidine		GO:0034038~deoxyhypusine synthase activity	IPR002773:Deoxyhypusine synthase,IPR022899:Deoxyhypusine synthase, putative, archaeal		HVO_RS00895	PF01916:Deoxyhypusine synthase			Complete proteome,Hypusine biosynthesis,NAD,Plasmid,Reference proteome,Transferase,	pHV3	arCOG04142	3.8e-86	287	O	DYS1	Deoxyhypusine synthase	HVO_B0182	1.43087998803962
HVO_RS00945	1414.98917651842	462.491805438722	0.548079432571599	0.95613666537236	1.61329130880393	311	0.0438633346276398	WP_004041342.1	8919151	lcl|NC_013964.1_cds_WP_004041342.1_279	NC_013964.1	gene	223140	223451	-	278	Gene	protein_coding	HVO_B0192	311	hypothetical protein	HVO_B0192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS00945)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS00945				Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,	pHV3	arCOG03916	1.3e-30	103.4	S	-	Uncharacterized membrane protein	HVO_B0192	1.61329130880393
HVO_RS00950	4339.77853299425	4191.11806666849	0.0262069989906632	0.0524590152495681	0.0502862573760963	371	0.947540984750432	WP_004041341.1	8919133	lcl|NC_013964.1_cds_WP_004041341.1_280	NC_013964.1	gene	223453	223824	-	279	Gene	protein_coding	HVO_B0193	371	transcriptional regulator	HVO_B0193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	transcriptional regulator(HVO_RS00950)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS00950	PF12840:Helix-turn-helix domain			Complete proteome,Plasmid,Reference proteome,	pHV3	arCOG03065	3.6e-41	137.6	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_B0193	0.0502862573760963
