	t02_mean	t08_mean	theta	prob	log2FC	length
HVO_RS00705	405.457227559202	49.5756212636478	0.675760630630991	0.977451713216381	3.03184697286366	695
HVO_RS00635	320.53331093072	58.3013016380507	0.541123374155512	0.956734180865974	2.45887429590915	863
HVO_RS00570	171.862293350174	79.8612541101373	0.284296552064753	0.746766755585373	1.1056854189316	1949
HVO_RS00350	529.161116913256	45.335950745901	0.801136849824657	0.980701463916719	3.54497961009177	530
HVO_RS00090	416.013248581948	74.1798994459619	0.574513042741185	0.963153694651666	2.48752925662135	653
HVO_RS01720	554.024335778871	23.1104362300635	0.996214641356033	0.979944718043018	4.58333295139401	524
HVO_RS01710	125.397846456472	4.40272599749855	0.925254625822895	0.979782741095838	4.83197170041261	2303
HVO_RS01330	161.616350729112	13.0418209594328	0.703056965759305	0.980010006609067	3.63135593844904	1706
HVO_RS00950	3136.11280020812	5938.99588865994	-0.655860687158703	0.935131362477927	-0.921241582431176	371
HVO_RS00945	1121.01965845132	508.049329326462	0.417881742524895	0.913678222327141	1.14177108961574	311
HVO_RS00895	277.411539827699	12.4331299636071	0.893480610467152	0.981000797303916	4.47976636567903	974
HVO_RS00770	134.545148765708	43.6719201796314	0.300776692899112	0.776090555313581	1.62331250284721	548
HVO_RS00755	1254.01993098153	3034.65424593381	-0.547955707712865	0.918761551474109	-1.27497187399145	413
HVO_RS19935	NA	NA	NA	NA	NA	245
HVO_RS03435	NA	NA	NA	NA	NA	434
HVO_RS04090	464.291290048364	242.316203658143	0.350993457617032	0.851841335914603	0.938139335799576	872
HVO_RS04280	508.069140244383	118.491395335015	0.568987216477718	0.962227197595808	2.10024254192665	599
HVO_RS04545	424.153623289892	62.5272581490744	0.611083256988599	0.968271438402933	2.76202972519237	611
HVO_RS04675	1085.08963373071	1874.41114438883	-0.462980752557113	0.897272944868297	-0.788623215657003	368
HVO_RS02480	402.841159847692	108.773346578901	0.463837509736712	0.936277773497813	1.88888600943571	611
HVO_RS02940	586.845685286776	368.935083132977	0.225996439622292	0.623273620239475	0.669614201881613	527
HVO_RS03305	426.195229276325	24.399485083919	0.895482065014248	0.980941490158176	4.12659183682483	581
HVO_RS01920	NA	NA	NA	NA	NA	449
HVO_RS02130	275.14568281697	31.9002774438742	0.656659649742997	0.974874033649414	3.10855481558751	821
HVO_RS19745	417.639768648451	209.798730758245	0.279683448798479	0.73815330987098	0.993253145373892	626
HVO_RS02045	1133.88929062803	695.682357856631	0.333569301112689	0.828007679635335	0.704779146680911	302
HVO_RS02040	1167.81440756846	1339.30848761499	-0.107717611764945	0.115488080085217	-0.197677284759403	425
HVO_RS01975	NA	NA	NA	NA	NA	683
HVO_RS01970	1913.93329218116	814.045976871355	0.583168671482701	0.96449277855733	1.23335836278609	167
HVO_RS01960	912.271582774396	255.967733700565	0.757995693814214	0.981203530023934	1.83350141674637	395
HVO_RS01955	330.787980873486	48.6695646370117	0.626052392726027	0.970325138373831	2.76481504090351	704
HVO_RS03500	1069.95800632401	870.84058552635	0.124490281567653	0.334135165782002	0.297073623881521	296
HVO_RS02535	214.195655194169	99.8106898515458	0.259204487293596	0.697606244024024	1.101662972927	1169
HVO_RS03835	59.661836459582	131.553746773306	-0.225694360741193	0.463968079908277	-1.14077204711509	1166
HVO_RS03085	1297.1448359438	1745.13884953221	-0.283870134813346	0.616872963406456	-0.428002250716303	317
HVO_RS03550	265.432613970512	63.5698224318579	0.484755614010426	0.943251894927036	2.06193168327848	1019
HVO_RS02965	1384.9325670635	375.964996510414	0.862272018437068	0.981370504782255	1.88114547861661	374
HVO_RS19945	279.575044140318	52.5282638503064	0.521515459125042	0.952386939910321	2.41206977955167	881
HVO_RS02380	119.841475658	428.787465700571	-0.425579177589023	0.874510403205646	-1.83913544008014	1166
HVO_RS03005	230.780234129791	70.1067165298235	0.382979041718858	0.88724852134818	1.71889509284065	1166
HVO_RS20080	NA	NA	NA	NA	NA	194
HVO_RS02165	164.641297894854	12.2138527899694	0.783209175377634	0.98085422975591	3.75273599326965	1499
HVO_RS03490	31.0326877147035	90.2570491510552	-0.291136611380487	0.635202996269474	-1.54025095922084	1166
HVO_RS02455	23416.9362786478	48961.713475853	-0.714309212423834	0.951091350391256	-1.06410171257103	878
HVO_RS03695	420.565094694778	231.056600507688	0.243378321324429	0.663523448399798	0.864082813806417	683
HVO_RS19720	331.184578862753	1127.85836030274	-0.540884927415657	0.917126278257147	-1.76787849884063	200
HVO_RS19805	263.811663379109	1436.47474129091	-0.746557496918484	0.958873858064101	-2.44495237089615	233
HVO_RS20145	745.652402819672	1391.33420644758	-0.370399108579328	0.80678687559793	-0.899893847002841	719
HVO_RS20160	239.775957029162	379.835929347107	-0.21737328955727	0.440429637308997	-0.663689375849458	1430
HVO_RS20165	205.130369747487	344.88770289668	-0.256049863979207	0.545127919833631	-0.749585589859184	1373
HVO_RS12285	104.496913842968	22.0335032844176	0.473799513914369	0.939833549482759	2.24568953102568	1193
HVO_RS12345	127.88809901738	178.191074951858	-0.174892395062975	0.305412313897723	-0.478543062001815	1877
HVO_RS12475	296.639182645789	139.9638831798	0.271681019719948	0.722768090609491	1.08365457730403	446
HVO_RS12560	270.381489622096	387.049333201705	-0.200749359938861	0.390514313961414	-0.51752107583124	920
HVO_RS12625	107.305254441373	21.6012302520953	0.480451478942652	0.941965573531608	2.31253533714119	1208
HVO_RS12645	314.595944454339	147.460615118336	0.289571184827597	0.756394125997587	1.09317039251797	452
HVO_RS12715	543.380291902252	692.962258901818	-0.161160580438359	0.259068438438941	-0.350814539618018	464
HVO_RS12795	69.8237905159376	25.1348088944084	0.31184464949009	0.794568879557347	1.47403195849243	1931
HVO_RS12855	80.0042302505628	2.1921066666732	1.08058103382214	0.981479785875388	5.18968637915642	1712
HVO_RS12955	170.1527007075	10.9989723747078	0.774841682879092	0.980974221995265	3.95138940501011	734
HVO_RS13045	404.156166992274	271.605714580081	0.188787960457622	0.528469701188808	0.573399027633059	431
HVO_RS13100	307.15651098955	326.601047422052	-0.0312092283796491	0.0146890147438614	-0.0885554523460095	683
HVO_RS13115	461.220438098305	700.690718952789	-0.223834380984873	0.458776891154694	-0.603321342374087	854
HVO_RS13545	266.596515495726	963.68421609815	-0.526227558979284	0.913883225941892	-1.85390255175706	389
HVO_RS13795	2325.462025238	9477.74574145352	-1.31306146275005	0.955832634161225	-2.02702657758739	305
HVO_RS13805	1318.51225290391	1629.23572745739	-0.21263830594247	0.426632003996338	-0.305284378417129	197
HVO_RS13810	513.788910905655	888.274455602141	-0.350596545932901	0.770640133675419	-0.789829750861347	572
HVO_RS14080	97.3796490428831	77.9552667143617	0.0869015155824232	0.194352464285827	0.320973805391575	1964
HVO_RS14085	297.9241437953	33.7310955016745	0.620953502211464	0.969608075658539	3.1427939650825	473
HVO_RS14205	310.851203238898	96.1078047988131	0.438830103709512	0.925290888938869	1.69349866285998	593
HVO_RS14460	451.084435415421	177.943506256926	0.405382353843338	0.905437737164259	1.34197822186476	461
HVO_RS14600	269.141962587438	379.026203005632	-0.192729782174523	0.364938085199261	-0.493930246211559	932
HVO_RS14635	679.057687275502	1697.19204468072	-0.665561041787939	0.936969508709193	-1.32154377680484	620
HVO_RS14640	137.913047324731	25.4103957109931	0.497830958281155	0.946790469696301	2.4402682026306	1112
HVO_RS14935	200.640979256134	44.5298867855127	0.474815231802682	0.940171288966005	2.171770445608	818
HVO_RS14985	752.808906632393	400.523377685029	0.315059598970073	0.79975647431628	0.910397244893268	266
HVO_RS15030	840.199497995433	988.894189637752	-0.0804275330658404	0.0715845513456362	-0.235084238953369	197
HVO_RS15300	446.986526349002	331.829326948342	0.177488312910659	0.497650700477436	0.429789947706422	707
HVO_RS15530	150.658253820131	431.457893560876	-0.35449514212979	0.778211425857327	-1.51794005889672	512
HVO_RS15550	472.61026400068	495.373607837968	-0.0259667783985681	0.0103600756848385	-0.0678660461055775	509
HVO_RS15585	3114.2487132593	1293.80575969644	0.510983141594935	0.949972234200739	1.26726312658583	353
HVO_RS15625	222.642988907786	69.1954121753161	0.444453354823816	0.928021534955732	1.68598388966762	932
HVO_RS15645	456.786257915946	160.221629888192	0.40933465801402	0.908169831076641	1.51145032447907	416
HVO_RS15650	91.9621909623841	18.9315298351536	0.475765521928198	0.940483089307339	2.28024983981794	1919
HVO_RS15690	NA	NA	NA	NA	NA	632
HVO_RS15710	197.399257352436	103.263746191595	0.271469710622216	0.722353908712718	0.934782720051092	1169
HVO_RS15770	5299.03384993543	8874.87525834764	-0.434886001442595	0.881599565346844	-0.743997498443091	374
HVO_RS15840	454.771808269982	111.083337193257	0.500695461430684	0.947507627641538	2.03350039826242	398
HVO_RS15990	184.378211190659	111.94846333058	0.20374606552469	0.567842484677603	0.719833450965828	1241
HVO_RS16010	277.698684534717	127.291495257823	0.309209291253899	0.790255824927683	1.12538431159245	803
HVO_RS16125	1266.22234830362	3836.99896280292	-1.11792541147089	0.974055158438578	-1.59944761108639	377
HVO_RS16415	292.162411210779	167.250891238698	0.263597078145756	0.706632858234677	0.804756678365594	893
HVO_RS16505	2958.15954722109	3820.60440532903	-0.254986015849507	0.542349796308165	-0.369101019526539	188
HVO_RS16635	24738.8715067356	37529.1100978448	-0.335799087811678	0.740119230863264	-0.601230389435939	188
HVO_RS16710	NA	NA	NA	NA	NA	326
HVO_RS16735	361.716630882309	403.043179848527	-0.0668970773224251	0.0538068178200513	-0.156074478260233	917
HVO_RS16740	550.663786349505	703.407307812505	-0.161834669825682	0.261313277632064	-0.353188588690744	626
HVO_RS16790	401.255421289067	195.344272666209	0.305463274484933	0.784031855114662	1.03850192685029	569
HVO_RS16820	2147.48948515715	8256.49929416458	-2.1532339156152	0.999999999997878	-1.94287914984842	209
HVO_RS16925	201.666127194029	19.8883887828706	0.73664053038074	0.981230867114364	3.34197047331829	1010
HVO_RS16965	152.061247400039	52.2095536887933	0.380256645616751	0.884683866927931	1.54226680002315	1469
HVO_RS16970	445.496379606146	166.596960723458	0.399585619443287	0.901194461837603	1.4190516260743	497
HVO_RS16975	511.116611952168	68.770724880569	0.741737322353944	0.981267044364147	2.89378602398788	464
HVO_RS16980	292.212905300745	6.26804792161143	1.13145500645979	0.976440154127048	5.54285987475106	644
HVO_RS16985	473.862112871427	69.9985641704359	0.739352582023434	0.981254025001947	2.75907008195143	554
