	t04_mean	t08_mean	theta	prob	log2FC	length
HVO_RS00705	8.77735801187141	9.55056351378835	-0.0601799869087062	0.00285640549175925	-0.121799105938901	695
HVO_RS00635	11.7983813292868	11.1845312819282	0.039379934034298	0.030870994078131	0.0770841460001763	863
HVO_RS00570	11.1312429367933	15.36086473748	-0.258451167506679	0.297016788266805	-0.464644738756015	1949
HVO_RS00350	3.80853688552224	8.67063471881279	-0.462441477834546	0.71387508378813	-1.18690073909109	530
HVO_RS00090	10.3608835727124	14.2549920265911	-0.316234827572956	0.421706829520345	-0.460320191491735	653
HVO_RS01720	11.6417248439898	4.44108291668129	0.803787884368088	0.938996162316902	1.39032141220199	524
HVO_RS01710	2.35020650385799	0.848448761417847	0.710378000443815	0.926743397699547	1.46988808471572	2303
HVO_RS01330	2.37948076423723	2.50944017930029	-0.0436738963687168	0.000325523616673706	-0.0767187633863802	1706
HVO_RS00950	407.602424035243	1141.71367956131	-2.31791588147332	1	-1.4859663586915	371
HVO_RS00945	67.1157033219728	97.8428048732045	-0.320557078417535	0.430943159283962	-0.543815403509046	311
HVO_RS00895	5.51112464898837	2.38924789357392	0.43944900188685	0.714787218591942	1.20579021132114	974
HVO_RS00770	16.0295283253795	8.33216633780141	0.366756978111597	0.59084721296691	0.943968428519476	548
HVO_RS00755	605.949911248365	584.267471040808	0.0633559589084928	0.0537333495740204	0.0525695734368874	413
HVO_RS19935	216.126061511569	208.846508635291	0.0432748377368431	0.034189423882076	0.0494300241047613	245
HVO_RS03435	280.294366366015	252.765876111319	0.152528670699705	0.192304669674554	0.149141037944308	434
HVO_RS04090	95.4970682115899	46.48345210425	0.774719257727357	0.940416178172748	1.03873922786143	872
HVO_RS04280	12.4057598125405	22.8344615739852	-0.451124493995491	0.696824385893746	-0.880202673710225	599
HVO_RS04545	14.4133005031802	11.9887447593504	0.152640007551575	0.192519869001046	0.26572012203742	611
HVO_RS04675	310.553641659087	360.052223685214	-0.314699274893248	0.418423956590079	-0.213363691652087	368
HVO_RS02480	23.3814851738682	20.8757562914764	0.0759497305704402	0.0680885380647749	0.163538106848385	611
HVO_RS02940	92.4764237013276	71.043460926841	0.264145139921801	0.392959279987812	0.380383741032801	527
