	t00_mean	t24_mean	theta	prob	log2FC	length
HVO_RS00705	167.79566941729	93.0232260621219	0.273585946020331	0.752383014371806	0.851042603456113	695
HVO_RS00635	118.322174198369	53.3300946551094	0.389704092088186	0.899248066130375	1.14969867389869	863
HVO_RS00570	208.507254045957	48.87874530101	0.513765021322815	0.95416037053498	2.09281841914126	1949
HVO_RS00350	270.873058221124	104.641391804293	0.435365531498689	0.932625262106286	1.37216327132403	530
HVO_RS00090	494.173153949196	55.7073030748209	0.726621651206439	0.979421832375154	3.14907825966832	653
HVO_RS01720	725.134391312934	112.726352412809	0.656033381268102	0.966392239737473	2.68542358033297	524
HVO_RS01710	92.7320150067208	10.7102050357273	0.657031741515324	0.966570141425333	3.11408140484079	2303
HVO_RS01330	183.574944004828	17.4102789175204	0.717170614560057	0.978140243975103	3.39835793924962	1706
HVO_RS00950	4339.77853299425	4191.11806666849	0.0262069989906632	0.0524590152495681	0.0502862573760963	371
HVO_RS00945	1414.98917651842	462.491805438722	0.548079432571599	0.95613666537236	1.61329130880393	311
HVO_RS00895	101.361433309194	37.5954204810339	0.32804162770405	0.836366876834422	1.43087998803962	974
HVO_RS00770	815.32447271991	280.413408983199	0.473722861034873	0.948665186335019	1.53981898080726	548
HVO_RS00755	2305.72076392025	1890.72348719164	0.130354465547666	0.32470676517842	0.286279416117496	413
HVO_RS19935	NA	NA	NA	NA	NA	245
HVO_RS03435	NA	NA	NA	NA	NA	434
HVO_RS04090	587.712244411134	407.554251333247	0.223998098855673	0.639094222588844	0.528117840194322	872
HVO_RS04280	660.10548623572	154.071475818677	0.581469411970734	0.958467003562632	2.09909679683319	599
HVO_RS04545	325.203676436555	76.6139805906402	0.453581136930213	0.941903912626962	2.08566398158957	611
HVO_RS04675	1797.65350794924	2002.58342091846	-0.0946560207896736	0.0924479311720623	-0.155747369005889	368
HVO_RS02480	458.901981289308	153.13552781169	0.427276365367799	0.927587865101986	1.58337700513819	611
HVO_RS02940	847.002310873019	319.277956447919	0.477990331793602	0.949670657128808	1.40755295570129	527
