	t04_mean	t24_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS00705	30.6048561864421	47.581281127258	-0.431809595635318	0.859655072852407	-0.636633528014991	695	0.140344927147593	HVO_RS00705
HVO_RS00635	41.1385479921466	27.3341118224117	0.349253560307721	0.784799953765511	0.589788375774475	863	0.215200046234489	HVO_RS00635
HVO_RS00570	38.8123725608718	25.1021965896835	0.410285460672585	0.862120101891156	0.62870301230773	1949	0.137879898108844	HVO_RS00570
HVO_RS00350	13.2795909093056	53.7611879462541	-1.01056029471406	0.98932029400862	-2.01735431355872	530	0.0106797059913797	HVO_RS00350
HVO_RS00090	36.1262866660403	28.6561782215478	0.234857097656462	0.516940239949575	0.334202756217343	653	0.483059760050425	HVO_RS00090
HVO_RS01720	40.5923187969031	57.6113564651419	-0.339463447439392	0.76565321231645	-0.505146471669148	524	0.23434678768355	HVO_RS01720
HVO_RS01710	8.1946904708378	5.49786575273727	0.446435474999651	0.88648922205133	0.575817777543025	2303	0.11351077794867	HVO_RS01710
HVO_RS01330	8.29676384276354	8.9405651029115	-0.0818123472271945	0.106668152544183	-0.107817299976152	1706	0.893331847455817	HVO_RS01330
HVO_RS00950	1421.22647292862	2151.68368977776	-0.885361194124207	0.980789834485253	-0.598329541930442	371	0.0192101655147469	HVO_RS00950
HVO_RS00945	234.018761140056	236.737328350629	-0.011190761151663	0.004452134159455	-0.0166630113596373	311	0.995547865840545	HVO_RS00945
HVO_RS00895	19.2161669923594	19.1800373677138	0.00108386319340464	0	0.00271506241609721	974	1	HVO_RS00895
HVO_RS00770	55.8916941147012	143.865831338667	-1.11011203320278	0.992835462222991	-1.36401817758113	548	0.00716453777700909	HVO_RS00770
HVO_RS00755	2112.82368394468	964.494038456286	1.33743008122507	0.990887951959797	1.13132815265995	413	0.00911204804020282	HVO_RS00755
HVO_RS19935	753.58747150994	304.890565713918	1.01560208941147	0.989979727366119	1.30548347070223	245	0.0100202726338807	HVO_RS19935
HVO_RS03435	977.329255671184	450.953859734658	1.20220882805064	0.990305811459879	1.11586484962426	434	0.00969418854012061	HVO_RS03435
HVO_RS04090	332.97878870722	208.812577700023	0.645772107386695	0.947389731548009	0.673221663799612	872	0.0526102684519913	HVO_RS04090
HVO_RS04280	43.2563528151443	78.7104324256512	-0.621828394714784	0.93699952786664	-0.863642837117381	599	0.0630004721333598	HVO_RS04280
HVO_RS04545	50.2562375233175	39.0308197691009	0.2252415484054	0.493087842848743	0.364688902453407	611	0.506912157151257	HVO_RS04545
HVO_RS04675	1082.83717358884	1024.44518686419	0.119033103557263	0.208167641057281	0.0799735262150142	368	0.791832358942719	HVO_RS04675
HVO_RS02480	81.5264673269369	78.6630148491521	0.0267564211014502	0.00904036443212541	0.051583021810901	611	0.990959635567875	HVO_RS02480
HVO_RS02940	322.446417724755	163.791312956579	0.919073296950587	0.984456374866417	0.977200599352354	527	0.0155436251335827	HVO_RS02940
HVO_RS03305	20.5027568404444	23.7732947809157	-0.0769184639626604	0.0967046242951722	-0.213523952322894	581	0.903295375704828	HVO_RS03305
HVO_RS01920	2299.03519396187	4280.63335351118	-2.07940868886596	1	-0.896795719335841	449	0	HVO_RS01920
HVO_RS02130	11.3986276799988	19.6126798448041	-0.314762771680933	0.72657693066325	-0.782926532686776	821	0.27342306933675	HVO_RS02130
HVO_RS19745	75.2444371149488	78.141212711923	-0.0417535596775864	0.036329689481945	-0.0544987194424928	626	0.963670310518055	HVO_RS19745
HVO_RS02045	414.133847345842	718.479381588686	-0.89913901436697	0.98140682526324	-0.794849636196456	302	0.0185931747367604	HVO_RS02045
HVO_RS02040	422.586321114794	872.683424109407	-1.08738138776409	0.992266309501213	-1.04621232584679	425	0.00773369049878692	HVO_RS02040
HVO_RS01975	911.385988412356	475.421571365747	1.22456538960881	0.99003543715954	0.93885482647585	683	0.00996456284046043	HVO_RS01975
HVO_RS01970	495.110762293839	801.162283161234	-0.7751500780454	0.969890018890466	-0.694343194344444	167	0.030109981109534	HVO_RS01970
HVO_RS01960	363.026341239364	620.322167239503	-0.647607285936724	0.939766455906578	-0.772943446438409	395	0.0602335440934223	HVO_RS01960
HVO_RS01955	29.881586354979	25.3405288419963	0.0924060930151588	0.131101668734409	0.237810107024917	704	0.868898331265591	HVO_RS01955
HVO_RS03500	341.251622277621	399.775634519495	-0.171041481366264	0.358114741992345	-0.228354641063315	296	0.641885258007655	HVO_RS03500
HVO_RS02535	72.5814901134618	33.9599064593284	0.91515706910935	0.984280377480971	1.09576919088472	1169	0.0157196225190291	HVO_RS02535
HVO_RS03835	125.104048401953	74.7943644863601	0.510165591422456	0.911076209216135	0.74212699936189	1166	0.0889237907838653	HVO_RS03835
HVO_RS03085	651.245094109613	1086.18774663176	-0.64491158387629	0.939379632785167	-0.738000988724237	317	0.0606203672148332	HVO_RS03085
HVO_RS03550	57.8382792996717	34.6956087051048	0.523238406801714	0.916081552549249	0.737271554681301	1019	0.0839184474507514	HVO_RS03550
HVO_RS02965	473.591633226361	611.262779576028	-0.355666462645882	0.787604407288502	-0.368149128965595	374	0.212395592711498	HVO_RS02965
HVO_RS19945	15.9777143744199	40.4502424898629	-0.65169207618193	0.940402386621486	-1.34008730702707	881	0.0595976133785139	HVO_RS19945
HVO_RS02380	481.052900796196	269.302271429726	0.696273301077954	0.955385741975441	0.836969155818898	1166	0.0446142580245594	HVO_RS02380
HVO_RS03005	68.8554840547456	41.2138251090931	0.559086167135978	0.929691722452362	0.740443195385171	1166	0.0703082775476381	HVO_RS03005
HVO_RS20080	3490.13045058182	3857.01807383061	-0.394534456787697	0.830669655817819	-0.144204945347779	194	0.169330344182181	HVO_RS20080
HVO_RS02165	3.14749368818203	15.1674725936687	-1.69613414842188	0.999905234229009	-2.26870531459088	1499	9.4765770991434e-05	HVO_RS02165
HVO_RS03490	76.480524203918	45.114617379442	0.401739953342581	0.854207843917706	0.761497461504311	1166	0.145792156082294	HVO_RS03490
HVO_RS02455	39746.0031239367	21365.0560906706	2.10325705119563	1	0.895556685026717	878	0	HVO_RS02455
HVO_RS03695	165.219134943753	98.9604298070097	0.502680623368789	0.908308115875329	0.739457111558785	683	0.0916918841246706	HVO_RS03695
HVO_RS19720	379.005698124603	439.442155871334	-0.149552732519025	0.290121036226843	-0.213453736124782	200	0.709878963773157	HVO_RS19720
HVO_RS19805	558.026837736915	495.68044944471	0.147520365668408	0.293579626694134	0.17092415131823	233	0.706420373305866	HVO_RS19805
HVO_RS20145	945.472825195652	526.509958962372	1.0693678900819	0.989568427869887	0.844575172634443	719	0.010431572130113	HVO_RS20145
HVO_RS20160	205.856211205779	140.223150187299	0.465595155547367	0.894903506852685	0.553912427870406	1430	0.105096493147315	HVO_RS20160
HVO_RS20165	234.906857066273	140.177865035492	0.610218944433023	0.942107088511241	0.744830270329724	1373	0.0578929114887589	HVO_RS20165
HVO_RS12285	25.8042530416074	28.4246558883756	-0.0737684342017283	0.09051465532119	-0.139534014434776	1193	0.90948534467881	HVO_RS12285
HVO_RS12345	125.68175382485	68.3574205987982	0.795660013378195	0.964706369639199	0.878605353508879	1877	0.0352936303608007	HVO_RS12345
HVO_RS12475	42.3147357720616	77.4274801977297	-0.702916930343615	0.952523949335977	-0.871685533822944	446	0.0474760506640233	HVO_RS12475
HVO_RS12560	269.111973258554	442.809029307297	-0.693625057542914	0.949959266132462	-0.718478059964633	920	0.0500407338675379	HVO_RS12560
HVO_RS12625	15.5583273199079	31.9270581133031	-0.576343604853274	0.933253595442837	-1.03709265923042	1208	0.0667464045571627	HVO_RS12625
HVO_RS12645	78.5455020292533	76.2877725588417	0.0243220782910648	0.00712732448079223	0.0420768210753405	452	0.992872675519208	HVO_RS12645
HVO_RS12715	371.394967750396	358.0349375892	0.0475501662933726	0.0338860992940008	0.0528538927624916	464	0.966113900705999	HVO_RS12715
HVO_RS12795	8.57187053909496	12.9600037818651	-0.377666594539385	0.813633209473717	-0.596384172938345	1931	0.186366790526283	HVO_RS12795
HVO_RS12855	4.11108830720324	14.6178547329332	-0.89998555662807	0.981447646977873	-1.83013933496866	1712	0.0185523530221273	HVO_RS12855
HVO_RS12955	2.35904651929243	13.367947159893	-1.00720610130456	0.989219427818972	-2.50250216267417	734	0.0107805721810277	HVO_RS12955
HVO_RS13045	322.841736107444	197.757469725774	0.579040354001753	0.935796469528597	0.707094908961802	431	0.0642035304714028	HVO_RS13045
HVO_RS13100	289.561264803969	275.201430278595	0.0620192279985679	0.0593420199557712	0.0733806550517887	683	0.940657980044229	HVO_RS13100
HVO_RS13115	321.527341054579	330.23457149826	-0.029126881604735	0.0201044347336866	-0.0385497383454682	854	0.979895565266313	HVO_RS13115
HVO_RS13545	313.345222324678	386.371647135818	-0.194926654190927	0.430912665763447	-0.302236233628924	389	0.569087334236553	HVO_RS13545
HVO_RS13795	6729.19690692185	4188.33104241684	1.23287539030176	0.989996542905462	0.684058861031378	305	0.0100034570945381	HVO_RS13795
HVO_RS13805	876.339675348966	678.920859462689	0.390025090540503	0.841884366752507	0.368246764851039	197	0.158115633247493	HVO_RS13805
HVO_RS13810	756.023923380204	430.62502353688	0.783515581842033	0.96220373996797	0.811999730679964	572	0.0377962600320304	HVO_RS13810
HVO_RS14080	91.3662734063168	51.5687401400139	0.647770598107591	0.947714325541351	0.825164912739371	1964	0.0522856744586485	HVO_RS14080
HVO_RS14085	21.4391393231558	42.4582795261338	-0.271071523976842	0.635987058900959	-0.985798922445996	473	0.364012941099041	HVO_RS14085
HVO_RS14205	47.4750973486135	434.501516738701	-1.94250586799602	1	-3.19411834937981	593	0	HVO_RS14205
HVO_RS14460	153.34811893033	117.902470737646	0.323679453676614	0.736645766268225	0.379216518232759	461	0.263354233731775	HVO_RS14460
HVO_RS14600	227.55412927108	104.059433721363	0.95315187089589	0.986663650865273	1.12880200467639	932	0.0133363491347267	HVO_RS14600
HVO_RS14635	1014.96947582564	676.487360608875	0.805811022217034	0.967125157349936	0.585301456014651	620	0.0328748426500639	HVO_RS14635
HVO_RS14640	12.6586028452014	17.8485789807285	-0.246259291222028	0.573680373636268	-0.495691037809803	1112	0.426319626363732	HVO_RS14640
HVO_RS14935	17.3035197014115	45.4072498707506	-0.932535161317565	0.983620990948095	-1.39185713565632	818	0.0163790090519053	HVO_RS14935
HVO_RS14985	105.544435999388	207.045271312733	-0.414784031185624	0.847707497100195	-0.972095727573246	266	0.152292502899805	HVO_RS14985
HVO_RS15030	530.848600851644	292.17420276545	0.512981146345637	0.912136865420942	0.861471657581735	197	0.0878631345790585	HVO_RS15030
HVO_RS15300	213.438563624929	211.175822817338	0.0154268707840443	0.00197956541643773	0.0153761904795892	707	0.998020434583562	HVO_RS15300
HVO_RS15530	290.045042163256	177.625323577417	0.63836696917421	0.946229328224785	0.707439681459962	512	0.0537706717752148	HVO_RS15530
HVO_RS15550	272.756654724451	137.441099016412	0.731272938035823	0.957559484032585	0.98880091807493	509	0.0424405159674148	HVO_RS15550
HVO_RS15585	532.862378267051	2923.44688826876	-3.23464811056113	1	-2.45583549831639	353	0	HVO_RS15585
HVO_RS15625	25.3952553055955	47.8533591866025	-0.539716018957373	0.924036030311692	-0.914061224020005	932	0.0759639696883082	HVO_RS15625
HVO_RS15645	79.2036983610658	71.2318655221844	0.1099461139282	0.180983347709468	0.153045023361589	416	0.819016652290532	HVO_RS15645
HVO_RS15650	3.66763063154349	7.19967444790345	-0.468188393362342	0.88266813693027	-0.973083320912906	1919	0.11733186306973	HVO_RS15650
