locus_tag	t04_mean	t24_mean	theta	prob	log2FC	length.x	P	wp	dbxref	ncbi_id	genomic_accession	feature	start	stop	strand	gene	gbkey	gene_biotype	old_locus_tag.x	length.y	protein	old_locus_tag.y	kegg1	kegg2	kegg3	gene_id	gene_description	kegg_id	kegg_gene	kegg_description	enzyme	keggidprot	Gene.Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	chr	arCOG_name	E.value	score	arCOG_familiy	Gene_name	Description	HVO	EFFECTSIZE
HVO_RS00090	36.1262866660403	28.6561782215478	0.234857097656462	0.516940239949575	0.334202756217343	653	0.483059760050425	WP_004041134.1	8919107	lcl|NC_013964.1_cds_WP_004041134.1_106	NC_013964.1	gene	20051	20704	+	105	Gene	protein_coding	HVO_B0020	653	bacterio-opsin activator	HVO_B0020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	bacterio-opsin activator(HVO_RS00090)	Haloferax volcanii DS2					IPR007050:Transcription regulator HTH, bacterioopsin		HVO_RS00090	PF04967:HTH DNA binding domain			Complete proteome,Plasmid,Reference proteome,	pHV3	arCOG02276	1.4e-21	75.5	T	-	Signal transduction regulator, containsPAS and HTH domains	HVO_B0020	0.334202756217343
HVO_RS00350	13.2795909093056	53.7611879462541	-1.01056029471406	0.98932029400862	-2.01735431355872	530	0.0106797059913797	WP_004041082.1	8919049	lcl|NC_013964.1_cds_WP_004041082.1_159	NC_013964.1	gene	81961	82491	-	158	Gene	protein_coding	HVO_B0073	530	transcriptional regulator	HVO_B0073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	transcriptional regulator(HVO_RS00350)	Haloferax volcanii DS2		GO:0006351~transcription, DNA-templated	GO:0005622~intracellular	GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding	IPR000485:AsnC-type HTH domain,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR019888:Transcription regulator AsnC-type		HVO_RS00350	PF13404:AsnC-type helix-turn-helix domain		SM00344:HTH_ASNC	Complete proteome,DNA-binding,Plasmid,Reference proteome,Transcription,Transcription regulation,	pHV3	arCOG01587	2.6e-64	213.6	K	-	DNA-binding transcriptional regulator, Lrp family	HVO_B0073	-2.01735431355872
HVO_RS00570	38.8123725608718	25.1021965896835	0.410285460672585	0.862120101891156	0.62870301230773	1949	0.137879898108844	WP_004041038.1	8919024	lcl|NC_013964.1_cds_WP_004041038.1_203	NC_013964.1	gene	131561	133510	+	202	Gene	protein_coding	HVO_B0118	1949	SMC-like protein Sph2	HVO_B0118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	SMC-like protein Sph2(HVO_RS00570)	Haloferax volcanii DS2					IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS00570				Coiled coil,Complete proteome,	pHV3	arCOG00385	2e-08	32.2	S	-	Uncharacterized coiled-coil protein	HVO_B0118	0.62870301230773
HVO_RS00635	41.1385479921466	27.3341118224117	0.349253560307721	0.784799953765511	0.589788375774475	863	0.215200046234489	WP_004041025.1	8919172	lcl|NC_013964.1_cds_WP_004041025.1_216	NC_013964.1	gene	145516	146379	+	215	Gene	protein_coding	HVO_B0131	863	hypothetical protein	HVO_B0131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS00635)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS00635				Complete proteome,Plasmid,Reference proteome,	pHV3	arCOG01449	2.3e-66	221.6	V	Csx1	CARF domain containing protein	HVO_B0131	0.589788375774475
HVO_RS00705	30.6048561864421	47.581281127258	-0.431809595635318	0.859655072852407	-0.636633528014991	695	0.140344927147593	WP_004041011.1	8919253	lcl|NC_013964.1_cds_WP_004041011.1_230	NC_013964.1	gene	162589	163284	-	229	Gene	protein_coding	HVO_B0145	695	creatininase	HVO_B0145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	creatininase(HVO_RS00705)	Haloferax volcanii DS2	3.5.2.10			GO:0047789~creatininase activity	IPR003785:Creatininase/formamide hydrolase,IPR024087:Creatininase-like domain		HVO_RS00705	PF02633:Creatinine amidohydrolase			Complete proteome,Hydrolase,Plasmid,Reference proteome,	pHV3	arCOG04536	2.6e-46	155.7	H	ArfB	Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis	HVO_B0145	-0.636633528014991
HVO_RS00755	2112.82368394468	964.494038456286	1.33743008122507	0.990887951959797	1.13132815265995	413	0.00911204804020282	WP_004041383.1	25143363	lcl|NC_013964.1_cds_WP_004041383.1_240	NC_013964.1	gene	174818	175231	-	239	Gene	protein_coding	NA	413	response regulator	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	response regulator(HVO_RS00755)	Haloferax volcanii DS2		GO:0000160~phosphorelay signal transduction system	GO:0005622~intracellular	GO:0016301~kinase activity	IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily		HVO_RS00755	PF00072:Response regulator receiver domain		SM00448:REC	Complete proteome,Kinase,Transferase,	pHV3	arCOG02595	1.1e-33	113.2	T	OmpR	REC domain	---	1.13132815265995
HVO_RS00770	55.8916941147012	143.865831338667	-1.11011203320278	0.992835462222991	-1.36401817758113	548	0.00716453777700909	WP_004041380.1	25143364	lcl|NC_013964.1_cds_WP_004041380.1_243	NC_013964.1	gene	181542	182090	+	242	Gene	protein_coding	NA	548	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS00770)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS00770				Complete proteome,	pHV3	arCOG09362	2.8e-99	328.2	S	-	Uncharacterized protein	---	-1.36401817758113
HVO_RS00895	19.2161669923594	19.1800373677138	0.00108386319340464	0	0.00271506241609721	974	1	WP_004041353.1	8919290	lcl|NC_013964.1_cds_WP_004041353.1_268	NC_013964.1	gene	211615	212589	+	267	Gene	protein_coding	HVO_B0182	974	deoxyhypusine synthase	HVO_B0182	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	dhs2	deoxyhypusine synthase	K00809	DHPS	 deoxyhypusine synthase	[EC:2.5.1.46]	K00809: 	deoxyhypusine synthase(HVO_RS00895)	Haloferax volcanii DS2	2.5.1.46	GO:0008612~peptidyl-lysine modification to peptidyl-hypusine,GO:0050983~deoxyhypusine biosynthetic process from spermidine		GO:0034038~deoxyhypusine synthase activity	IPR002773:Deoxyhypusine synthase,IPR022899:Deoxyhypusine synthase, putative, archaeal		HVO_RS00895	PF01916:Deoxyhypusine synthase			Complete proteome,Hypusine biosynthesis,NAD,Plasmid,Reference proteome,Transferase,	pHV3	arCOG04142	3.8e-86	287	O	DYS1	Deoxyhypusine synthase	HVO_B0182	0.00271506241609721
HVO_RS00945	234.018761140056	236.737328350629	-0.011190761151663	0.004452134159455	-0.0166630113596373	311	0.995547865840545	WP_004041342.1	8919151	lcl|NC_013964.1_cds_WP_004041342.1_279	NC_013964.1	gene	223140	223451	-	278	Gene	protein_coding	HVO_B0192	311	hypothetical protein	HVO_B0192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	hypothetical protein(HVO_RS00945)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS00945				Complete proteome,Membrane,Plasmid,Reference proteome,Transmembrane,Transmembrane helix,	pHV3	arCOG03916	1.3e-30	103.4	S	-	Uncharacterized membrane protein	HVO_B0192	-0.0166630113596373
HVO_RS00950	1421.22647292862	2151.68368977776	-0.885361194124207	0.980789834485253	-0.598329541930442	371	0.0192101655147469	WP_004041341.1	8919133	lcl|NC_013964.1_cds_WP_004041341.1_280	NC_013964.1	gene	223453	223824	-	279	Gene	protein_coding	HVO_B0193	371	transcriptional regulator	HVO_B0193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA: 	transcriptional regulator(HVO_RS00950)	Haloferax volcanii DS2					IPR011991:Winged helix-turn-helix DNA-binding domain		HVO_RS00950	PF12840:Helix-turn-helix domain			Complete proteome,Plasmid,Reference proteome,	pHV3	arCOG03065	3.6e-41	137.6	K	ArsR	Transcriptional regulator containing HTH domain, ArsR family	HVO_B0193	-0.598329541930442
