	shaking_mean	t24_mean	theta	prob	log2FC	length
HVO_RS00705	130.449186654056	73.0072049582079	0.271795680199413	0.391900334921815	0.837377195754999	695
HVO_RS00635	207.738441161316	41.8493250217145	0.559889567972061	0.89431638053319	2.31149194661469	863
HVO_RS00570	26.3891398938215	38.3512654838344	-0.0992719964576277	0.136104842564375	-0.539329853989195	1949
HVO_RS00350	104.559929917968	82.101620641786	0.0669343876898208	0	0.348847473849647	530
HVO_RS00090	51.3062055703912	43.7043577168205	0.0437538499791816	0.00496958056589092	0.231356196191195	653
HVO_RS01720	76.6097345608916	88.475593953615	-0.0399010050306048	0.0789330636926047	-0.207751819197765	524
HVO_RS01710	6.76225393915447	8.40369499145593	-0.0612284917542839	0.101668784580811	-0.313519606985184	2303
HVO_RS01330	11.8533733250774	13.6605288302127	-0.0390822935899146	0.0780275178670544	-0.204715643802327	1706
HVO_RS00950	4852.11638236398	3288.5084354285	0.213126890511073	0.218638304972827	0.561180784240887	371
HVO_RS00945	304.167202649291	362.958968129466	-0.0559076905334299	0.0961925925769952	-0.254941862932276	311
HVO_RS00895	200.786770344391	29.5109508344937	0.556093942074687	0.891897456022049	2.76634190471317	974
HVO_RS00770	159.290869496795	220.032525187209	-0.0944105794775032	0.132117690729981	-0.466053224157775	548
HVO_RS00755	2449.33426989341	1484.15439415322	0.391253471997762	0.684806163803325	0.722748496406158	413
HVO_RS19935	NA	NA	NA	NA	NA	245
HVO_RS03435	NA	NA	NA	NA	NA	434
HVO_RS04090	291.249046057949	319.824789834491	-0.0289101522626558	0.0667022408312299	-0.135028442968866	872
HVO_RS04280	147.877628223987	120.929308032041	0.0635366043530088	0.000201396238361018	0.290239875941529	599
HVO_RS04545	32.0094926764939	60.1445689242113	-0.175980423120117	0.200693360073794	-0.909934655848819	611
HVO_RS04675	865.169810557652	1571.67029545317	-0.257958558627552	0.294344459728804	-0.861243371637204	368
HVO_RS02480	102.653627489704	120.151400182232	-0.0440044268516094	0.0834475942762484	-0.227068851865545	611
HVO_RS02940	316.053518854587	250.529844648717	0.101779159032703	0.0088426238105499	0.33518640122033	527
HVO_RS03305	23.3757422033395	36.3433116647379	-0.128485739720108	0.159131501358496	-0.63667771365534	581
HVO_RS01920	NA	NA	NA	NA	NA	449
HVO_RS02130	28.6749442494554	30.1044376338424	-0.0133643208023449	0.0496253865871522	-0.0701854860786102	821
HVO_RS19745	126.71363910114	119.485298017447	0.0164685107748068	0.0213095983359698	0.0847387067367276	626
HVO_RS02045	893.730082703283	1098.02819287218	-0.0829443285058299	0.122296578298779	-0.297004006377599	302
HVO_RS02040	1063.77364082673	1340.11222028119	-0.10887791108727	0.143769909168057	-0.333162622180464	425
HVO_RS01975	NA	NA	NA	NA	NA	683
HVO_RS01970	3321.38521156642	1225.37500947105	0.866470831206706	0.962454302599284	1.4385617210133	167
HVO_RS01960	832.930045977526	945.298794357677	-0.0491458526894075	0.0890259895589739	-0.182575079796301	395
HVO_RS01955	37.2135634911641	38.7522796432199	-0.0111528168472279	0.0472729716480857	-0.0584526344550989	704
HVO_RS03500	2776.73237990013	609.350437254511	0.695753480309116	0.932087848302649	2.18804407221787	296
HVO_RS02535	55.358024805767	51.9936104877639	0.0168127857133656	0.0210385867914197	0.0904581271460013	1169
HVO_RS03835	117.008110343321	114.201216571878	0.00671606599621623	0.0295992794285863	0.0350305131307238	1166
HVO_RS03085	2599.48151263948	1663.63209182499	0.284904230198874	0.431504932819651	0.643887474626411	317
HVO_RS03550	206.381546249529	53.352185212552	0.441328803435544	0.76891924839715	1.95169470929304	1019
HVO_RS02965	771.390431174407	931.559297517226	-0.0726526373238775	0.112873389015836	-0.272186355508818	374
HVO_RS19945	51.5958454572765	62.2527814503509	-0.0506101722630379	0.0905960392829648	-0.270883394888925	881
HVO_RS02380	458.147789142	415.245233685017	0.0318809892487318	0.0107418898884958	0.141849448848612	1166
HVO_RS03005	51.5138481365629	63.0048761940585	-0.0542501441233336	0.0944560203537109	-0.290503173885909	1166
HVO_RS20080	NA	NA	NA	NA	NA	194
HVO_RS02165	88.6551197789509	23.1692304510754	0.471327154783775	0.812506023547574	1.93599382134078	1499
HVO_RS03490	64.0431852543775	69.3558873124606	-0.0213981744881203	0.0583637190900794	-0.11497328812934	1166
HVO_RS02455	20094.430434873	32693.6205656376	-0.401967449920825	0.46413803476855	-0.702213467659693	878
HVO_RS03695	168.640850524888	151.672976284988	0.0302498811712708	0.0117007014141799	0.152989986041819	683
HVO_RS19720	612.431522240924	678.477312581369	-0.0364663799760478	0.0751250594342431	-0.147752033380576	200
HVO_RS19805	844.89463338855	764.181721021545	0.0374609233715531	0.00776211727710407	0.144855685141142	233
HVO_RS20145	878.838495461707	806.321536493804	0.0336741058252318	0.00973359115900185	0.124242808648148	719
HVO_RS20160	181.573640970799	214.630593379809	-0.0529379778551322	0.0930717603419376	-0.241300950146909	1430
HVO_RS20165	198.413916241282	214.558970830225	-0.0273691671749424	0.0649848103392547	-0.112861006042054	1373
HVO_RS12285	380.748031438711	43.7569729169527	0.62605119293815	0.923017342978381	3.12125173578773	1193
HVO_RS12345	178.347594285573	104.640403841365	0.276837749227941	0.407111117946204	0.769251741765255	1877
HVO_RS12475	70.6519902146478	118.331536233856	-0.146040251857365	0.173445281152589	-0.744032507968575	446
HVO_RS12560	978.016614200033	680.165320716714	0.17045874084488	0.104414344672922	0.523973523500567	920
HVO_RS12625	334.67823281297	48.7506836266437	0.555348846598118	0.891413088166674	2.77928036751455	1208
HVO_RS12645	88.8130551104141	117.496761087021	-0.0781481986404742	0.11798251261528	-0.403777321232123	452
