	t08_mean	t24_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS00705	38.4818134789861	51.3246952431905	-0.28786422389866	0.619501156096846	-0.415476367299841	695	0.380498843903154	HVO_RS00705
HVO_RS00635	45.5973782995455	29.5647247568779	0.465955160829025	0.891386801124451	0.625074030625555	863	0.108613198875549	HVO_RS00635
HVO_RS00570	62.165981585823	27.2217260074764	0.902728100136566	0.984343117755985	1.191366781403	1949	0.0156568822440147	HVO_RS00570
HVO_RS00350	35.6511655225443	58.3312958039644	-0.373053236852425	0.743493724884388	-0.710320880721676	530	0.256506275115612	HVO_RS00350
HVO_RS00090	57.8388955068065	31.1431285590704	0.637461295442754	0.929767957785488	0.893126121654262	653	0.0702320422145115	HVO_RS00090
HVO_RS01720	18.0194650600881	62.0749068995835	-1.65072086391234	0.999962228182808	-1.78445400982324	524	3.77718171917785e-05	HVO_RS01720
HVO_RS01710	3.41546685059101	5.95854789651054	-0.489000898825696	0.871052500109539	-0.802877997505051	2303	0.128947499890461	HVO_RS01710
HVO_RS01330	10.1453809193419	9.69451617711685	0.0467522878318108	0.0513667151082229	0.0655822288045231	1706	0.948633284891777	HVO_RS01330
HVO_RS00950	4627.57125581691	2332.34927765994	2.40904200721086	1	0.988471351565249	371	0	HVO_RS00950
HVO_RS00945	394.586626872642	255.611107878057	0.571244704911319	0.92583588955572	0.626391530171921	311	0.0741641104442801	HVO_RS00945
HVO_RS00895	9.69425019659771	20.6172722624065	-0.87064144716494	0.980016337826239	-1.08865224943567	974	0.0199836621737607	HVO_RS00895
HVO_RS00770	34.4899213484243	155.808233395182	-1.01075778156643	0.991929363567327	-2.17552472797807	548	0.00807063643267314	HVO_RS00770
HVO_RS00755	2358.10620468317	1036.62998589481	1.67259324603717	0.999940280247039	1.18572766475825	413	5.97197529609295e-05	HVO_RS00755
HVO_RS19935	847.89286687626	326.945134447073	1.50296085074429	0.998206551965399	1.37483343516716	245	0.00179344803460146	HVO_RS19935
HVO_RS03435	1033.77240033929	484.5952331622	1.08410415369532	0.990762230931284	1.09306647227717	434	0.00923776906871621	HVO_RS03435
HVO_RS04090	189.533634425379	225.741658492889	-0.220242949822947	0.457291613361112	-0.252218788701209	872	0.542708386638888	HVO_RS04090
HVO_RS04280	91.9211036700797	84.7637314939602	0.0808756449715833	0.121686699788158	0.116949020255506	599	0.878313300211842	HVO_RS04280
