	shaking_mean	t04_mean	theta	prob	log2FC	length
HVO_RS00705	58.6196224533456	18.5726323624022	0.50517508944315	0.827674278084697	1.6582053683641	695
HVO_RS00635	93.3509000881475	25.0329730657497	0.446957231690283	0.751641130536718	1.89883428866294	863
HVO_RS00570	11.8584213295763	23.5634122084091	-0.181100861187101	0.0902497818998919	-0.990636508705501	1949
HVO_RS00350	46.9858323593388	7.94811929810771	0.46477879209048	0.776352242666633	2.56354037430467	530
HVO_RS00090	23.0553403757581	21.8484976006465	0.0146613227830859	0.00151647255104514	0.0775668879820981	653
HVO_RS01720	34.4259234679625	24.633548648606	0.0910236047640327	0.0422186396646895	0.48287088094462	524
HVO_RS01710	3.0387370210143	4.95599441883533	-0.137075236035469	0.0322738108734031	-0.705702736536365	2303
HVO_RS01330	5.32652051681449	5.01772647123875	0.0163388954739032	0.00175891947282047	0.0861595901043522	1706
HVO_RS00950	2180.38331805134	863.212340220786	0.450262760437128	0.756309124608226	1.33679439308185	371
HVO_RS00945	136.682849769514	140.255165997629	-0.0079762006072434	0	-0.0372216777159001	311
HVO_RS00895	90.2270452818409	11.440642031519	0.565370141050682	0.887287057192578	2.97939192549632	974
HVO_RS00770	71.5801368308257	33.7218470095242	0.208487771917411	0.249952388808379	1.08587574398924	548
HVO_RS00755	1100.65117189236	1270.64863956557	-0.13208654922824	0.028102689332456	-0.207207841028117	413
HVO_RS19935	NA	NA	NA	NA	NA	245
HVO_RS03435	NA	NA	NA	NA	NA	434
HVO_RS04090	130.877850278135	201.631921030368	-0.138728168337619	0.0337600610572906	-0.623503098108428	872
HVO_RS04280	66.4513973458093	26.0870757505423	0.288968051798744	0.445673406620767	1.34896430365434	599
HVO_RS04545	14.3840251039301	30.4661326762004	-0.210890200724885	0.146609528884346	-1.082738934316	611
HVO_RS04675	388.77917872664	654.280917694585	-0.224176212383204	0.173186336025077	-0.750959237945109	368
HVO_RS02480	46.1292020384224	49.8104204968144	-0.0206751567580607	0.00018290197448223	-0.110767253916027	611
HVO_RS02940	142.024173745442	195.176719588499	-0.144259138217759	0.0391187042975513	-0.458644470644743	527
HVO_RS03305	10.5042983990417	12.6271718115659	-0.0472391842330302	0.00180261037143215	-0.26555174063533	581
HVO_RS01920	NA	NA	NA	NA	NA	449
HVO_RS02130	12.8855874757694	6.78634917094974	0.164630421399203	0.153875695266731	0.925050747053448	821
HVO_RS19745	56.9409888579581	45.3656596845132	0.0631656691849882	0.0193811002399805	0.327866909822992	626
HVO_RS02045	401.61323628793	250.60623443062	0.171057077498392	0.166923055201877	0.680384512521482	302
HVO_RS02040	478.02528172486	256.401561195871	0.255840785476184	0.364250568840558	0.898681874882524	425
HVO_RS01975	NA	NA	NA	NA	NA	683
HVO_RS01970	1492.52250717728	300.225111510098	1.21712396052219	0.976732014035743	2.31363613002781	167
HVO_RS01960	374.291676917345	218.101502827977	0.190053776887664	0.207776295412577	0.779163256644115	395
HVO_RS01955	16.7225652987835	17.7589130398468	-0.0153510161659455	4.15444044210567e-05	-0.0867471033822572	704
HVO_RS03500	1247.773235991	204.745285274291	0.795279742788006	0.973728851634014	2.60745363387987	296
HVO_RS02535	24.8760961805207	43.820541707152	-0.153864538475172	0.0498804167284006	-0.816847218652165	1169
HVO_RS03835	52.5796398447044	75.2827211546157	-0.100786720408812	0.0110686015845305	-0.517814516436782	1166
HVO_RS03085	1168.12246019964	398.169213659589	0.578767878143417	0.897740018463614	1.55273794550506	317
HVO_RS03550	92.7411556391558	34.93626583031	0.324524051888839	0.530547976975531	1.40848429036691	1019
HVO_RS02965	346.637775208859	287.008300157792	0.0688643173982099	0.0232294133297243	0.272336422614093	374
HVO_RS19945	23.1854951222317	9.56300392280837	0.230460202435687	0.302302340262918	1.27768676287274	881
HVO_RS02380	205.876718101439	290.402741237662	-0.120243671261843	0.0199600130815228	-0.496274381909296	1166
