	X00_mean	X02_mean	theta	prob	log2FC	length	P	ncbi_id
lcl|NC_013967.1_cds_WP_004044952.1_3964	503.606352495672	419.859542911841	0.385137631221785	0.918293599929654	0.262389702581611	641	0.0817064000703459	lcl|NC_013967.1_cds_WP_004044952.1_3964
lcl|NC_013967.1_cds_WP_004044951.1_3963	469.828121357164	431.325156010402	0.170828673302082	0.660587013536518	0.12335720754497	392	0.339412986463482	lcl|NC_013967.1_cds_WP_004044951.1_3963
lcl|NC_013967.1_cds_WP_013035500.1_3962	16.0697202835658	20.104591557412	-0.163979191979033	0.640713600353811	-0.323180209744419	992	0.359286399646189	lcl|NC_013967.1_cds_WP_013035500.1_3962
lcl|NC_013967.1_cds_WP_004044943.1_3961	24.120846316619	20.0299867322205	0.138973788190529	0.541594252111112	0.268119061762405	2576	0.458405747888888	lcl|NC_013967.1_cds_WP_004044943.1_3961
lcl|NC_013967.1_cds_WP_004044927.1_3959	86.9898188313564	54.7635873592049	0.454375188670308	0.940515645495918	0.667629604515136	605	0.0594843545040815	lcl|NC_013967.1_cds_WP_004044927.1_3959
lcl|NC_013967.1_cds_WP_004044925.1_3958	115.309081889888	729.368437673249	-3.00228972548054	0.999999999999997	-2.66114162459737	914	2.99760216648792e-15	lcl|NC_013967.1_cds_WP_004044925.1_3958
lcl|NC_013967.1_cds_WP_004044915.1_3954	389.421854551039	487.550016627687	-0.323033077644736	0.886861098650154	-0.324216378095191	275	0.113138901349846	lcl|NC_013967.1_cds_WP_004044915.1_3954
lcl|NC_013967.1_cds_WP_004044914.1_3953	4.82364119840876	2.18162364673308	0.472055308754301	0.947474426772487	1.14472035494391	980	0.0525255732275127	lcl|NC_013967.1_cds_WP_004044914.1_3953
lcl|NC_013967.1_cds_WP_004044911.1_3952	1.9064543856723	3.66968689380876	-0.326272900473354	0.889147914944972	-0.944764961057814	923	0.110852085055028	lcl|NC_013967.1_cds_WP_004044911.1_3952
lcl|NC_013967.1_cds_WP_013035280.1_3947	11.2740495554739	7.71520568667091	0.217412816736533	0.771555453844685	0.547229289483667	1160	0.228444546155315	lcl|NC_013967.1_cds_WP_013035280.1_3947
lcl|NC_013967.1_cds_WP_004044900.1_3946	25533.6254454168	59861.5921937393	-3.15385048946739	0.999999999999999	-1.22923225565785	389	5.55111512312578e-16	lcl|NC_013967.1_cds_WP_004044900.1_3946
lcl|NC_013967.1_cds_3945	7.13622197185492	6.57744136774675	0.0523547805434835	0.148065908492468	0.117634007860267	909	0.851934091507532	lcl|NC_013967.1_cds_3945
lcl|NC_013967.1_cds_WP_004044895.1_3943	130.675584374198	114.975430637886	0.110040981108374	0.413112042799001	0.184664009657257	368	0.586887957200999	lcl|NC_013967.1_cds_WP_004044895.1_3943
lcl|NC_013967.1_cds_WP_004044893.1_3942	49.2817719346115	28.8714212783	0.429567584507093	0.930764714853652	0.771411999202138	251	0.069235285146348	lcl|NC_013967.1_cds_WP_004044893.1_3942
lcl|NC_013967.1_cds_WP_004044889.1_3940	6.04580877594696	8.40659894669855	-0.219177690648002	0.776924055125536	-0.475586899737254	1364	0.223075944874464	lcl|NC_013967.1_cds_WP_004044889.1_3940
lcl|NC_013967.1_cds_WP_004044886.1_3938	49.4819892980595	0.42572796392124	1.61669964250598	0.999817372356675	6.86082783456743	188	0.000182627643325106	lcl|NC_013967.1_cds_WP_004044886.1_3938
lcl|NC_013967.1_cds_3937	480.567778305155	147.911339067815	1.81653576127596	0.996683417098558	1.70000726465435	318	0.00331658290144232	lcl|NC_013967.1_cds_3937
lcl|NC_013967.1_cds_WP_004044873.1_3936	17.8482392457548	10.7530659437207	0.331115998954331	0.88819924018393	0.731033693708053	593	0.11180075981607	lcl|NC_013967.1_cds_WP_004044873.1_3936
lcl|NC_013967.1_cds_WP_004044866.1_3932	871.06290048558	493.276604603412	1.25392486807191	0.994744843453452	0.820380037292588	203	0.00525515654654818	lcl|NC_013967.1_cds_WP_004044866.1_3932
lcl|NC_013967.1_cds_WP_004044864.1_3931	21.7432822243625	104.182475605378	-1.32392788097503	0.990847909605952	-2.26047098245434	680	0.00915209039404785	lcl|NC_013967.1_cds_WP_004044864.1_3931
lcl|NC_013967.1_cds_WP_004044862.1_3930	0.590896046805074	18.271586434388	-2.63578275768275	1	-4.95055374441344	233	1.11022302462516e-16	lcl|NC_013967.1_cds_WP_004044862.1_3930
lcl|NC_013967.1_cds_WP_004044860.1_3929	0.744726455386286	1.28521649485657	-0.317625383447249	0.882827818867307	-0.787228888688061	1325	0.117172181132693	lcl|NC_013967.1_cds_WP_004044860.1_3929
lcl|NC_013967.1_cds_WP_004044859.1_3928	111.262870648	183.197379862382	-0.531733670900952	0.961861059561233	-0.719426636203111	296	0.0381389404387668	lcl|NC_013967.1_cds_WP_004044859.1_3928
lcl|NC_013967.1_cds_WP_004044857.1_3927	4.29979592753907	18.5097116852929	-0.969877217556055	0.989430258342192	-2.10594232853143	965	0.0105697416578084	lcl|NC_013967.1_cds_WP_004044857.1_3927
lcl|NC_013967.1_cds_WP_004044855.1_3926	8.70157875296718	18.9622201126442	-0.472551074918908	0.944323854754522	-1.12377880385438	1823	0.0556761452454781	lcl|NC_013967.1_cds_WP_004044855.1_3926
lcl|NC_013967.1_cds_WP_004044843.1_3923	28.2725381246447	48.9769083372928	-0.459067405682862	0.941852755194855	-0.792700302024796	209	0.0581472448051452	lcl|NC_013967.1_cds_WP_004044843.1_3923
lcl|NC_013967.1_cds_WP_004044837.1_3919	2.81602564005595	2.02888624585182	0.247654077966908	0.811578672257473	0.472972490481732	1259	0.188421327742527	lcl|NC_013967.1_cds_WP_004044837.1_3919
lcl|NC_013967.1_cds_WP_049914907.1_3918	37.7269749717529	5.76783954554974	0.882587024097496	0.981644137645555	2.70949349027509	584	0.0183558623544449	lcl|NC_013967.1_cds_WP_049914907.1_3918
lcl|NC_013967.1_cds_WP_004044834.1_3916	52.4057684497138	25.0378155847961	0.590108454053823	0.964939635668396	1.06561692163559	665	0.0350603643316036	lcl|NC_013967.1_cds_WP_004044834.1_3916
lcl|NC_013967.1_cds_WP_004044830.1_3913	13400.5816728904	1220.2338098308	7.53084654721338	0.99999999999999	3.45706610927594	191	9.99200722162641e-15	lcl|NC_013967.1_cds_WP_004044830.1_3913
lcl|NC_013967.1_cds_WP_004044828.1_3912	81.5701235847654	19.5117436949044	0.863321564204528	0.9801755530538	2.06369812565947	416	0.0198244469461998	lcl|NC_013967.1_cds_WP_004044828.1_3912
lcl|NC_013967.1_cds_WP_004044826.1_3911	35.926862718243	12.5217539118492	0.408074244198163	0.9248282893963	1.5206263052211	212	0.0751717106036998	lcl|NC_013967.1_cds_WP_004044826.1_3911
lcl|NC_013967.1_cds_WP_004044823.1_3909	33.5120830663355	24.4708076961835	0.252470478708523	0.817124424419917	0.453619644782203	1565	0.182875575580083	lcl|NC_013967.1_cds_WP_004044823.1_3909
lcl|NC_013967.1_cds_WP_004044820.1_3908	19.0500947137403	19.9221631133032	-0.0248717811653386	0.033246927839335	-0.0645761306276216	983	0.966753072160665	lcl|NC_013967.1_cds_WP_004044820.1_3908
lcl|NC_013967.1_cds_WP_004044818.1_3907	55.2571334216056	65.3866598024028	-0.138822286316515	0.542593933140089	-0.242835605559642	1106	0.457406066859911	lcl|NC_013967.1_cds_WP_004044818.1_3907
lcl|NC_013967.1_cds_WP_004044808.1_3904	23.6759364643251	26.8104499356833	-0.0968796589025075	0.359835127252899	-0.179373940628639	650	0.640164872747101	lcl|NC_013967.1_cds_WP_004044808.1_3904
