	X08_mean	X24_mean	theta	prob	log2FC	length	P	ncbi_id
lcl|NC_013967.1_cds_WP_004044952.1_3964	1102.72806890182	1013.15166049488	0.341337857228513	0.84104947527446	0.122226918420409	641	0.15895052472554	lcl|NC_013967.1_cds_WP_004044952.1_3964
lcl|NC_013967.1_cds_WP_004044951.1_3963	1276.03754354583	1530.98086517992	-0.567090977931683	0.909947830615983	-0.262785474896435	392	0.0900521693840173	lcl|NC_013967.1_cds_WP_004044951.1_3963
lcl|NC_013967.1_cds_WP_013035500.1_3962	45.1541208770584	71.820115146474	-0.418616574205137	0.870578749296051	-0.669530308380851	992	0.129421250703949	lcl|NC_013967.1_cds_WP_013035500.1_3962
lcl|NC_013967.1_cds_WP_004044943.1_3961	28.6230435651397	24.0771179325705	0.132765405553726	0.493321007224074	0.249514376207429	2576	0.506678992775926	lcl|NC_013967.1_cds_WP_004044943.1_3961
lcl|NC_013967.1_cds_WP_004044927.1_3959	84.2864681430191	88.9792470966607	-0.0485648101712915	0.107585385695113	-0.0781678603014951	605	0.892414614304887	lcl|NC_013967.1_cds_WP_004044927.1_3959
lcl|NC_013967.1_cds_WP_004044925.1_3958	822.704622191837	806.801282044079	0.0364673327868204	0.0680778141373759	0.0281611725468141	914	0.931922185862624	lcl|NC_013967.1_cds_WP_004044925.1_3958
lcl|NC_013967.1_cds_WP_004044915.1_3954	534.976155541589	378.143694413487	0.454531277856008	0.868240167273431	0.500540028464306	275	0.131759832726569	lcl|NC_013967.1_cds_WP_004044915.1_3954
lcl|NC_013967.1_cds_WP_004044914.1_3953	3.46428301641686	7.31890989283842	-0.383748215798398	0.866952314941748	-1.07907198724239	980	0.133047685058252	lcl|NC_013967.1_cds_WP_004044914.1_3953
lcl|NC_013967.1_cds_WP_004044911.1_3952	5.74259080559414	5.00123409193507	0.0646847862002656	0.173550344996396	0.199417630005696	923	0.826449655003604	lcl|NC_013967.1_cds_WP_004044911.1_3952
lcl|NC_013967.1_cds_WP_004044909.1_3951	0.930839591177164	1.46524540449185	-0.297689277395583	0.809362099595816	-0.654537833598002	2099	0.190637900404184	lcl|NC_013967.1_cds_WP_004044909.1_3951
lcl|NC_013967.1_cds_WP_013035280.1_3947	9.38907990824376	6.18645135867782	0.214643022275985	0.746513592806712	0.601871691367442	1160	0.253486407193288	lcl|NC_013967.1_cds_WP_013035280.1_3947
lcl|NC_013967.1_cds_WP_004044900.1_3946	45209.0164269107	42653.374753397	0.210285065019737	0.738246342837106	0.0839506378292211	389	0.261753657162894	lcl|NC_013967.1_cds_WP_004044900.1_3946
lcl|NC_013967.1_cds_3945	6.50155693074653	6.76275943561296	-0.0187828906988191	0.0185234805970972	-0.056826792889494	909	0.981476519402903	lcl|NC_013967.1_cds_3945
lcl|NC_013967.1_cds_WP_004044895.1_3943	173.497357295627	240.910087163152	-0.388358301472297	0.867903918558763	-0.47358111412495	368	0.132096081441237	lcl|NC_013967.1_cds_WP_004044895.1_3943
lcl|NC_013967.1_cds_WP_004044893.1_3942	63.8167536665136	16.5644529142639	0.522107483369757	0.895297310952446	1.94584466583637	251	0.104702689047554	lcl|NC_013967.1_cds_WP_004044893.1_3942
lcl|NC_013967.1_cds_WP_004044889.1_3940	9.6866401832103	9.39019524063068	0.0166299026436259	0.0139046135623953	0.0448411981282395	1364	0.986095386437605	lcl|NC_013967.1_cds_WP_004044889.1_3940
lcl|NC_013967.1_cds_WP_004044886.1_3938	22.0477520121959	35.7658561419016	-0.158129119261216	0.587680778662325	-0.697951410159334	188	0.412319221337675	lcl|NC_013967.1_cds_WP_004044886.1_3938
lcl|NC_013967.1_cds_3937	390.331191121577	219.351382756524	0.703796184708904	0.950410983895186	0.831454951334681	318	0.0495890161048141	lcl|NC_013967.1_cds_3937
lcl|NC_013967.1_cds_WP_004044873.1_3936	15.5279526430441	29.3992328461853	-0.40084147508701	0.869669879368977	-0.920910886108644	593	0.130330120631023	lcl|NC_013967.1_cds_WP_004044873.1_3936
lcl|NC_013967.1_cds_WP_004044866.1_3932	1392.92873261793	1466.7908976365	-0.151388583466027	0.56545567962534	-0.074541772139443	203	0.43454432037466	lcl|NC_013967.1_cds_WP_004044866.1_3932
lcl|NC_013967.1_cds_WP_004044864.1_3931	87.6058098037849	57.2593127035211	0.317378612507861	0.827068598400894	0.613516195571556	680	0.172931401599106	lcl|NC_013967.1_cds_WP_004044864.1_3931
lcl|NC_013967.1_cds_WP_004044862.1_3930	37.6370309342287	41.7952962481493	-0.0441822011794661	0.0903270354132968	-0.151187763844361	233	0.909672964586703	lcl|NC_013967.1_cds_WP_004044862.1_3930
lcl|NC_013967.1_cds_WP_004044860.1_3929	2.56226215553851	0.773723296610919	0.74470005256073	0.94473146515767	1.72752847247725	1325	0.0552685348423302	lcl|NC_013967.1_cds_WP_004044860.1_3929
lcl|NC_013967.1_cds_WP_004044859.1_3928	236.386995450189	131.700105243081	0.575175620304431	0.905829258902329	0.843894171075048	296	0.0941707410976711	lcl|NC_013967.1_cds_WP_004044859.1_3928
lcl|NC_013967.1_cds_WP_004044857.1_3927	23.0833140870528	14.8692386228476	0.276531676920396	0.800458047729476	0.634519591262146	965	0.199541952270524	lcl|NC_013967.1_cds_WP_004044857.1_3927
