	X08_mean	p0_mean	theta	prob	log2FC	length
lcl|NC_013967.1_cds_WP_004044952.1_3964	759.036164741467	289.823104040054	2.8695578596253	1	1.38899601751091	641
lcl|NC_013967.1_cds_WP_004044951.1_3963	878.329545092389	469.024659878426	1.64154151767937	0.999993414101432	0.905098556472958	392
lcl|NC_013967.1_cds_WP_013035500.1_3962	31.0807457426265	39.9417909465094	-0.212504164680967	0.637803147187878	-0.361877903332515	992
lcl|NC_013967.1_cds_WP_004044943.1_3961	19.7019789589176	30.0082398438091	-0.326642745213994	0.830759746414644	-0.607018151042492	2576
lcl|NC_013967.1_cds_WP_004044927.1_3959	58.0165494314419	95.4932310579649	-0.498737109322985	0.932775136256437	-0.71893397983227	605
lcl|NC_013967.1_cds_WP_004044925.1_3958	566.288805693914	110.618306139977	3.78212715069337	1	2.35594785530036	914
lcl|NC_013967.1_cds_WP_004044915.1_3954	368.237882740042	295.646650310104	0.304856479297559	0.817218424916556	0.316764121229202	275
lcl|NC_013967.1_cds_WP_004044914.1_3953	2.38455533010846	2.30588201817066	0.0169673574755329	0.0211561259221138	0.0484015602172946	980
lcl|NC_013967.1_cds_WP_004044911.1_3952	3.9527733297826	2.42190682006079	0.242905785624284	0.730687098107035	0.706721866604054	923
lcl|NC_013967.1_cds_WP_004044909.1_3951	0.640720893211919	1.06499285131782	-0.26201290385373	0.752706576579355	-0.73307580540563	2099
lcl|NC_013967.1_cds_WP_013035280.1_3947	6.46274580740631	12.2608433811883	-0.361819385655978	0.859336976147762	-0.923839066674197	1160
lcl|NC_013967.1_cds_WP_004044900.1_3946	31118.531765125	36708.8262093865	-0.676727740900954	0.964468829020398	-0.238352991305215	389
lcl|NC_013967.1_cds_3945	4.47518928440509	4.13438852443898	0.0432454247023416	0.074986948872124	0.114274733724296	909
lcl|NC_013967.1_cds_WP_004044895.1_3943	119.422704824771	32.8384126598555	0.944413782667685	0.98555741891236	1.8626208529825	368
lcl|NC_013967.1_cds_WP_004044893.1_3942	43.9267171257559	71.7333939194604	-0.332905604039748	0.83614108749665	-0.707546207280556	251
lcl|NC_013967.1_cds_WP_004044889.1_3940	6.66756421754703	7.13152049080282	-0.046893337639214	0.0580522642265341	-0.0970498873673607	1364
lcl|NC_013967.1_cds_WP_004044886.1_3938	15.1760362327352	63.5024976674469	-0.661964645564	0.960566872145177	-2.06501830849583	188
lcl|NC_013967.1_cds_3937	268.675023918584	431.966770772621	-0.737270965213868	0.976576271042416	-0.685058122349714	318
lcl|NC_013967.1_cds_WP_004044873.1_3936	10.6882902075767	15.0787183468203	-0.198080931412048	0.599099401242845	-0.496482722969973	593
lcl|NC_013967.1_cds_WP_004044866.1_3932	958.788764683776	392.558649493544	1.61424594927673	0.999906038548923	1.28830478996873	203
lcl|NC_013967.1_cds_WP_004044864.1_3931	60.3013378890018	10.9818081935997	1.24150930276186	0.995022887144564	2.45707439240598	680
lcl|NC_013967.1_cds_WP_004044862.1_3930	25.9065388994976	0.749197395453893	1.19299295797938	0.992184601645907	5.11182659070377	233
lcl|NC_013967.1_cds_WP_004044860.1_3929	1.76367111208022	1.13086399313795	0.299336921858768	0.812616811584621	0.64115612383582	1325
lcl|NC_013967.1_cds_WP_004044859.1_3928	162.711264437076	245.143910932492	-0.652860693102094	0.958331869997038	-0.591314795651786	296
lcl|NC_013967.1_cds_WP_004044857.1_3927	15.888840311835	8.52746026792462	0.430848830940216	0.911520455132143	0.897825796690133	965
lcl|NC_013967.1_cds_WP_004044855.1_3926	24.9181233736933	18.5136584584541	0.229220242170464	0.701384111955142	0.428605408279831	1823
lcl|NC_013967.1_cds_WP_004044843.1_3923	28.6376746741418	18.5830960206516	0.18183658130739	0.575373519921271	0.623923472501346	209
lcl|NC_013967.1_cds_WP_004044837.1_3919	1.82965578120534	1.19014677593947	0.2097554292534	0.653580012953715	0.620432749171944	1259
lcl|NC_013967.1_cds_WP_049914907.1_3918	14.3643722951018	29.443533426546	-0.552275919770111	0.953563453790571	-1.03545586481359	584
lcl|NC_013967.1_cds_WP_004044834.1_3916	38.3748305973169	43.8463721285323	-0.117426643046208	0.328320617157259	-0.192297096442885	665
lcl|NC_013967.1_cds_WP_004044830.1_3913	732.153493665073	5670.2198947665	-5.30495056021327	0.999999999999992	-2.95318664310715	191
