Row.names	de00	de02	de04	de08	de24
lcl|NC_013964.1_cds_237	0.781289657191654	0.803138578075682	0.876980914324388	0.853335980597695	0.748388695609671
lcl|NC_013964.1_cds_277	0.89349527269514	0.730306407840222	1	0.843931323403323	0.389967786815403
lcl|NC_013964.1_cds_355	0.198600833448129	0.873855178056441	0.986102336341758	0.978537262437709	0.235257368953382
lcl|NC_013964.1_cds_356	0.835569629088518	0.993028964662034	0.987149550143251	0.98311454008106	0.923107172163498
lcl|NC_013964.1_cds_373	0.990126891903238	0.99897355638609	0.998703619590313	NA	0.998276572475157
lcl|NC_013964.1_cds_WP_004041006.1_235	0.607702126247577	0.91396234757027	0.994568210138647	0.998176232379329	0.998641020429926
lcl|NC_013964.1_cds_WP_004041008.1_233	0.831703698401246	0.999960035476116	0.999999999442223	1	0.999725690829671
lcl|NC_013964.1_cds_WP_004041009.1_232	0.889115009926267	0.00602673375497242	0.77674996982915	0.862368153816142	0.868319491622464
lcl|NC_013964.1_cds_WP_004041010.1_231	0.872627870129313	0.876590419879146	0.985266915180968	0.963065307412305	0.962180917564385
lcl|NC_013964.1_cds_WP_004041011.1_230	0.706450246938235	0.999008500632338	0.999998958122819	0.997522626231963	0.981236408746338
lcl|NC_013964.1_cds_WP_004041012.1_229	0.219308632137222	0.995699016697631	0.999995283949195	1	0.999999999999998
lcl|NC_013964.1_cds_WP_004041014.1_227	0.629415837240517	0.932808773062685	0.924530216506273	0.595356455848207	0.827300893534349
lcl|NC_013964.1_cds_WP_004041015.1_226	NA	0.471566160253636	0.037694763260525	0.828584189813814	0.692708918982748
lcl|NC_013964.1_cds_WP_004041017.1_224	NA	NA	NA	0.328116271098595	NA
lcl|NC_013964.1_cds_WP_004041021.1_220	0.620007411509942	0.000408396273838263	0.389809806151615	0.523335268459971	0.174311876556529
lcl|NC_013964.1_cds_WP_004041022.1_219	0.782185564284061	0.806268701967003	0.319719177080785	0.190011766023783	0.00321513578370292
lcl|NC_013964.1_cds_WP_004041023.1_218	0.889983030561695	0.860835475896564	0.439319836723992	0.698431070920391	0.828594450611702
lcl|NC_013964.1_cds_WP_004041024.1_217	0.849780401426224	0.982660500198095	0.985518751499112	0.965390254752128	0.867684106798048
lcl|NC_013964.1_cds_WP_004041025.1_216	0.472905493383432	0.982874294784233	0.993592431582376	0.971312379919493	0.911141896739617
lcl|NC_013964.1_cds_WP_004041026.1_215	0.953060130219214	0.184877921291942	0.987162219595858	0.975057377638286	0.99439048041459
lcl|NC_013964.1_cds_WP_004041027.1_214	NA	NA	1	0.992435643042214	0.996343079902709
lcl|NC_013964.1_cds_WP_004041028.1_213	0.913447819085424	0.997635511104614	0.919800580118012	0.619523176356893	0.0416208902091724
lcl|NC_013964.1_cds_WP_004041029.1_212	0.785347137122354	0.814610820100603	0.953977642585212	0.960948193716293	0.970964210173257
lcl|NC_013964.1_cds_WP_004041037.1_204	0.123773020754749	0.956093853340541	0.995580237694648	0.957694316832104	0.994436362637888
lcl|NC_013964.1_cds_WP_004041038.1_203	0.897762042091774	0.983099658454358	0.981620385300545	0.974554373139564	0.973354548820955
lcl|NC_013964.1_cds_WP_004041039.1_202	0.936632815922148	0.230693439585074	0.789724746646889	0.559171046132415	0.686033926614772
lcl|NC_013964.1_cds_WP_004041041.1_200	0.342013553013834	0.899200619784479	0.971621674784367	0.886000166504375	0.913099097150652
lcl|NC_013964.1_cds_WP_004041042.1_199	0.932562027081368	0.465927900767362	0.513902478472052	0.164556471882925	0.713460921714123
lcl|NC_013964.1_cds_WP_004041043.1_198	0.469586002012765	0.899173940913882	0.982476538149786	0.977254588565819	0.725604423348144
lcl|NC_013964.1_cds_WP_004041044.1_197	0.106719280657166	0.166375567339513	0.919643933826586	0.812545364272476	0.960717112319191
lcl|NC_013964.1_cds_WP_004041045.1_196	NA	NA	0.835544736033659	0.963769437606906	0.969929174184487
lcl|NC_013964.1_cds_WP_004041046.1_195	0.15191029048613	0.705995597584814	0.0777542364818042	0.911648799649974	0.914789279165441
lcl|NC_013964.1_cds_WP_004041049.1_192	NA	0.992671658287836	0.986316791237016	0.916323307230747	0.959220557687549
lcl|NC_013964.1_cds_WP_004041050.1_191	0.905734091469962	0.0210790928612592	0.905028605889171	0.97196635575727	0.266961871893238
lcl|NC_013964.1_cds_WP_004041051.1_190	0.908266289477246	0.930409560826296	0.999999880690136	0.999995517172954	0.994032609621248
lcl|NC_013964.1_cds_WP_004041052.1_189	0.877020901734144	NA	NA	NA	0.863153213173463
lcl|NC_013964.1_cds_WP_004041054.1_187	0.115184431668934	0.627574790836571	0.451254031252244	0.89991067410346	0.402819588527744
lcl|NC_013964.1_cds_WP_004041055.1_186	NA	NA	NA	NA	NA
lcl|NC_013964.1_cds_WP_004041058.1_183	NA	NA	0.88054913573614	0.950090713139072	0.937195847046881
lcl|NC_013964.1_cds_WP_004041059.1_182	0.90201689697883	0.938317048151864	0.981221783425405	0.977018979730937	0.976921471950702
lcl|NC_013964.1_cds_WP_004041060.1_181	0.983209877744283	0.983056037181767	0.999999986163921	0.997496304888162	0.999999999999999
lcl|NC_013964.1_cds_WP_004041061.1_180	0.989327593743149	0.0371762838490873	0.999999999757101	0.991737551038743	0.993949691069973
lcl|NC_013964.1_cds_WP_004041062.1_179	0.818158105004945	0.634657791179879	0.952986139961878	0.974178122686862	0.975757656138912
lcl|NC_013964.1_cds_WP_004041063.1_178	NA	0.544913555864896	0.628390547935438	0.94378514086475	0.955257419863568
lcl|NC_013964.1_cds_WP_004041064.1_177	NA	0.852071046260239	0.961143818170157	0.824548176358167	0.920972420210335
lcl|NC_013964.1_cds_WP_004041065.1_176	NA	0.0438684258148416	0.291925911282326	0.580781949482794	0.739841364225662
lcl|NC_013964.1_cds_WP_004041066.1_175	NA	NA	0.821031420903853	0.712510727027326	NA
lcl|NC_013964.1_cds_WP_004041067.1_174	0.861613788620454	0.970875095950781	0.370496381104717	0.828359412256173	0.978541327749298
lcl|NC_013964.1_cds_WP_004041068.1_173	0.0262796337281279	0.0667291309632924	0.666974287290532	0.940303723014842	0.961265398999032
lcl|NC_013964.1_cds_WP_004041070.1_171	0.938591961595953	NA	0.980227639368194	0.983615957562868	0.974968233681171
lcl|NC_013964.1_cds_WP_004041071.1_170	0.800051507111897	0.997245452799844	1	1	1
lcl|NC_013964.1_cds_WP_004041072.1_169	0.938959021139947	0.0828348849147901	0.978254486525076	0.97372620395908	0.972392819699315
lcl|NC_013964.1_cds_WP_004041073.1_168	0.862430874751298	0.968448347981082	0.995543266677581	0.981725437143092	0.969707575476778
lcl|NC_013964.1_cds_WP_004041074.1_167	0.0990284570554276	0.99415367239321	0.999174933129861	0.996014433802887	0.972926358651622
lcl|NC_013964.1_cds_WP_004041075.1_166	NA	0.86653426053085	0.959040992090205	0.841915016598718	0.893268204444
lcl|NC_013964.1_cds_WP_004041076.1_165	NA	NA	0.968144923540922	0.761615226895576	0.0595846333734024
lcl|NC_013964.1_cds_WP_004041077.1_164	0.827360168779701	0.507135308895343	0.966772602983129	0.434438709730679	0.846600826367844
lcl|NC_013964.1_cds_WP_004041078.1_163	0.965244172821811	0.910710014407459	0.997842231881685	0.990611400395364	0.98585508206395
lcl|NC_013964.1_cds_WP_004041079.1_162	NA	0.982267947667666	0.997538088303289	0.997153139102596	0.991528532510992
lcl|NC_013964.1_cds_WP_004041080.1_161	NA	0.652497763319435	0.974071019992487	0.937132091846435	0.962168496483838
lcl|NC_013964.1_cds_WP_004041081.1_160	NA	NA	0.987860730702268	0.89217747059382	NA
lcl|NC_013964.1_cds_WP_004041082.1_159	0.918515091223366	0.999060157064594	0.999999999989832	0.999161770088638	0.994482727510629
lcl|NC_013964.1_cds_WP_004041083.1_158	0.523889239642025	0.29816442976056	0.0824724366077135	0.157723695022159	0.477937829778222
lcl|NC_013964.1_cds_WP_004041084.1_157	0.210414044279474	0.943420724004184	0.974495142629895	0.711458685211859	0.939201827796122
lcl|NC_013964.1_cds_WP_004041085.1_156	NA	NA	0.829171305559093	0.936508823294919	NA
lcl|NC_013964.1_cds_WP_004041086.1_155	NA	NA	0.833594721208317	0.784987510936028	0.504960902954933
lcl|NC_013964.1_cds_WP_004041087.1_154	NA	NA	NA	NA	0.349908276631307
lcl|NC_013964.1_cds_WP_004041088.1_153	0.923390812375579	0.992710544398699	0.999999999999498	0.999494587982169	0.998346411900914
lcl|NC_013964.1_cds_WP_004041089.1_152	0.173206416005592	0.946476891906742	0.987802211204928	0.999334936649393	0.996335720466077
lcl|NC_013964.1_cds_WP_004041090.1_151	0.570490771718166	0.972962227597786	0.987882545498646	0.998101276152622	0.993799486167844
lcl|NC_013964.1_cds_WP_004041091.1_150	0.981454080063902	0.999774152733168	0.999999999991183	1	0.999999999999989
lcl|NC_013964.1_cds_WP_004041092.1_149	0.68797656304225	0.852573473422586	0.605241912001098	0.984127916793807	0.985894093750108
lcl|NC_013964.1_cds_WP_004041093.1_148	0.0338238595454897	0.864902616118909	0.969035174287047	0.912898743084235	0.933740235880694
lcl|NC_013964.1_cds_WP_004041094.1_147	0.16408507027478	0.880364207933187	0.277512759499205	0.989299939557064	0.991977124481963
lcl|NC_013964.1_cds_WP_004041095.1_146	0.0490256777054192	0.747127883454258	0.468455999426571	0.970587479109401	0.987868357427531
lcl|NC_013964.1_cds_WP_004041096.1_145	0.897458846633887	0.847177958660361	0.2797166044509	0.982084096949324	0.972409273178675
lcl|NC_013964.1_cds_WP_004041097.1_144	0.657606626080633	0.224896315748932	0.924166987971653	0.985711115962157	0.980667728245013
lcl|NC_013964.1_cds_WP_004041098.1_143	NA	NA	0.985182326506844	0.976248270443791	0.981326737740002
lcl|NC_013964.1_cds_WP_004041099.1_142	0.703432549084909	0.956746730140264	0.0608758927428857	0.981401534054059	0.992338107908142
lcl|NC_013964.1_cds_WP_004041100.1_141	0.925499434885034	0.392515317039696	0.886442679015122	0.979010531127232	0.979372299265327
lcl|NC_013964.1_cds_WP_004041101.1_140	0.925825430643323	0.812576595406669	0.318566226055071	0.977998501109796	0.725581941902373
lcl|NC_013964.1_cds_WP_004041102.1_139	NA	NA	NA	0.12889994718336	0.867757462040651
lcl|NC_013964.1_cds_WP_004041104.1_137	NA	NA	NA	0.992993837902051	0.997430533120382
lcl|NC_013964.1_cds_WP_004041105.1_136	0.867790057973781	0.604659083026677	0.859406705506718	0.982038785168232	0.980375868257554
lcl|NC_013964.1_cds_WP_004041106.1_135	0.913225315790332	0.0240547081423063	0.670230552886379	0.914112174052493	0.952838450271626
lcl|NC_013964.1_cds_WP_004041107.1_134	NA	0.637012484390609	0.998011740362783	1	1
lcl|NC_013964.1_cds_WP_004041108.1_133	0.000861077887285622	0.95800104009687	0.993517117385535	0.999509520771389	0.999999999999998
lcl|NC_013964.1_cds_WP_004041109.1_132	0.893854203530804	0.954093790251946	0.824461559344623	0.993009183722302	0.992496762432735
lcl|NC_013964.1_cds_WP_004041110.1_131	NA	NA	0.92420248432928	0.997470371732712	0.999999999999973
lcl|NC_013964.1_cds_WP_004041111.1_130	0.677048731654312	0.957324844403675	0.872179457171765	0.996333427179258	0.994075595980315
lcl|NC_013964.1_cds_WP_004041112.1_129	0.430870495450493	NA	0.937345788022475	1	0.999999999999998
lcl|NC_013964.1_cds_WP_004041113.1_128	NA	NA	0.959557825855986	1	0.999999999999999
lcl|NC_013964.1_cds_WP_004041114.1_127	0.77340173314007	0.984967731344298	0.988069675014358	0.985762472952882	0.97882159231623
lcl|NC_013964.1_cds_WP_004041116.1_125	0.973908499565221	0.923361233705035	0.983457797820887	0.806523468261104	0.95509730757446
lcl|NC_013964.1_cds_WP_004041121.1_120	NA	0.777315808748524	0.489563114339936	0.858519666801189	0.882247261226397
lcl|NC_013964.1_cds_WP_004041122.1_118	0.91670913295278	0.953067127703423	0.728219510474881	0.88246227338004	0.945328791291229
lcl|NC_013964.1_cds_WP_004041124.1_116	NA	0.418665072742087	0.0786507515986232	0.332640774859261	0.00110513412442792
lcl|NC_013964.1_cds_WP_004041128.1_112	0.919233271647184	0.934052087690251	0.224979556373542	0.386352121242211	0.0883847021674301
lcl|NC_013964.1_cds_WP_004041129.1_111	0.926266214487638	0.819153353472114	0.979571833338106	0.979470720601119	0.928873486884779
lcl|NC_013964.1_cds_WP_004041130.1_110	NA	NA	NA	NA	NA
lcl|NC_013964.1_cds_WP_004041131.1_109	0.213486393938768	0.459080857459005	0.1168316913339	0.308679726774033	0.00671680244651418
lcl|NC_013964.1_cds_WP_004041133.1_107	NA	0.916177015825864	0.909708892707283	0.839801340843847	NA
lcl|NC_013964.1_cds_WP_004041134.1_106	0.907525810233567	0.99257689890774	0.995940499405592	0.990267525227693	0.980626532745195
lcl|NC_013964.1_cds_WP_004041136.1_104	0.0130417428393341	0.796774369713491	0.346707691187305	0.145383855058488	0.367905842036088
